RA,ANO,FASE,TURMA,IDADE,GENERO,ANO_INGRESSO,ANOS_NA_PM,INSTITUICAO,INSTITUICAO_GRUPO,PEDRA,INDE,IAN,IDA,IEG,IAA,IPS,IPP,IPV,MAT,POR,ING,FASE_IDEAL,DEFASAGEM,CLASSE_DEFASAGEM,EM_DEFASAGEM,PONTO_VIRADA,N_AVALIACOES,SEM_AVALIACAO,IAA_ZERADO,DEFASAGEM_T1,IAN_T1,INDE_T1,IDA_T1,IEG_T1,PEDRA_T1,FASE_T1,DEFASADO_T1,PIOROU_DEFASAGEM,RISCO_DEFASAGEM,QUEDA_INDE
RA-757,2023,0.0,ALFA O - G2/G3,10.0,Feminino,2022,1,Pública,Pública,Topázio,8.6742,5.0,9.3,9.6,9.0,7.52,7.5,10.01,9.5,9.0,,2.0,-2,Moderada,1,,2.0,False,0,-1,5.0,7.938842857200001,7.0,9.285714286000001,Ametista,1.0,1,0,1,1.0
RA-959,2023,0.0,ALFA O - G2/G3,8.0,Masculino,2023,0,Pública,Pública,Topázio,8.6677,10.0,7.7,9.6,10.0,7.52,6.875,8.84,7.7,7.7,,0.0,0,Em fase,0,,2.0,False,0,-1,5.0,8.379818421100001,9.5,9.7368421055,Topázio,0.0,1,1,1,1.0
RA-960,2023,0.0,ALFA O - G2/G3,10.0,Masculino,2023,0,Pública,Pública,Ametista,7.0847,5.0,6.3,10.0,8.5,7.52,5.625,5.85,6.5,6.0,,2.0,-2,Moderada,1,,2.0,False,0,-1,5.0,5.286047619,3.0,8.095238095,Quartzo,1.0,1,0,1,1.0
RA-961,2023,0.0,ALFA O - G2/G3,9.0,Masculino,2023,0,Pública,Pública,Quartzo,5.99625,5.0,6.2,8.7,,2.52,5.3125,8.665,6.2,6.2,,1.0,-1,Moderada,1,,2.0,False,1,-1,5.0,6.529417908900001,5.5,8.8923395445,Ágata,1.0,1,0,1,0.0
RA-805,2023,0.0,ALFA Q - G2/G3,9.0,Masculino,2021,2,Pública,Pública,Ágata,6.492,5.0,6.8,9.1,,7.52,6.25,7.175,6.8,6.8,,1.0,-1,Moderada,1,,2.0,False,1,-1,5.0,6.9375869048,6.0,9.523809524,Ágata,1.0,1,0,1,0.0
RA-806,2023,0.0,ALFA Q - G2/G3,9.0,Masculino,2022,1,Pública,Pública,Ametista,7.2937,5.0,7.8,8.3,8.5,6.27,6.875,7.095,7.8,7.7,,1.0,-1,Moderada,1,,2.0,False,0,-1,5.0,6.972777380900001,6.75,6.9047619045,Ágata,1.0,1,0,1,1.0
RA-807,2023,0.0,ALFA Q - G2/G3,9.0,Masculino,2022,1,Pública,Pública,Ametista,7.8632,5.0,8.0,9.1,9.5,7.52,6.25,8.08,8.3,7.7,,1.0,-1,Moderada,1,,2.0,False,0,0,10.0,7.797628571400001,7.0,7.8571428569999995,Ametista,1.0,0,0,0,1.0
RA-963,2023,0.0,ALFA Q - G2/G3,9.0,Feminino,2023,0,Pública,Pública,Topázio,8.6142,5.0,8.5,9.8,9.5,7.52,7.5,10.01,8.3,8.7,,1.0,-1,Moderada,1,,2.0,False,0,0,10.0,8.375080952400001,7.5,9.761904762,Topázio,1.0,0,0,0,1.0
RA-964,2023,0.0,ALFA Q - G2/G3,9.0,Masculino,2023,0,Pública,Pública,Ametista,7.7997,5.0,7.2,9.4,8.5,7.52,6.875,8.5,7.3,7.0,,1.0,-1,Moderada,1,,2.0,False,0,-1,5.0,7.548241666600001,7.25,8.333333332999999,Ametista,1.0,1,0,1,1.0
RA-965,2023,0.0,ALFA Q - G2/G3,9.0,Feminino,2023,0,Pública,Pública,Ágata,6.4832,5.0,4.7,8.2,8.5,6.27,5.0,7.18,5.3,4.0,,1.0,-1,Moderada,1,,2.0,False,0,-2,5.0,6.1376545455,2.25,6.4772727275,Ágata,0.0,1,1,1,1.0
RA-966,2023,0.0,ALFA Q - G2/G3,9.0,Masculino,2023,0,Pública,Pública,Ametista,7.44345,5.0,5.0,10.0,10.0,7.52,6.5625,7.675,5.0,5.0,,1.0,-1,Moderada,1,,2.0,False,0,-2,5.0,7.9943363636,9.0,8.568181818,Ametista,0.0,1,1,1,0.0
RA-967,2023,0.0,ALFA Q - G2/G3,10.0,Masculino,2023,0,Pública,Pública,Ametista,7.1347,5.0,6.5,8.0,9.5,7.52,5.625,7.35,6.5,6.5,,2.0,-2,Moderada,1,,2.0,False,0,-1,5.0,5.442610714300001,4.75,3.5714285715,Quartzo,1.0,1,0,1,1.0
RA-968,2023,0.0,ALFA Q - G2/G3,9.0,Feminino,2023,0,Pública,Pública,Topázio,8.4942,5.0,8.3,9.7,9.0,7.52,7.5,10.01,8.0,8.5,,1.0,-1,Moderada,1,,2.0,False,0,-1,5.0,7.8403547619000005,7.75,8.8095238095,Ametista,1.0,1,0,1,1.0
RA-969,2023,0.0,ALFA Q - G2/G3,8.0,Masculino,2023,0,Pública,Pública,Ametista,7.7692,10.0,5.5,9.7,8.5,7.52,6.25,7.51,6.0,5.0,,0.0,0,Em fase,0,,2.0,False,0,-1,5.0,7.453427272700001,7.25,7.8636363634999995,Ametista,0.0,1,1,1,1.0
RA-971,2023,0.0,ALFA R - G0/G1,8.0,Masculino,2023,0,Pública,Pública,Ametista,7.0169,10.0,6.9,6.4,7.8,3.77,5.625,8.17,5.5,8.3,,0.0,0,Em fase,0,,2.0,False,0,-1,5.0,6.8916181818,6.75,7.909090909,Ágata,0.0,1,1,1,1.0
RA-972,2023,0.0,ALFA R - G0/G1,8.0,Masculino,2023,0,Pública,Pública,Ametista,7.5427,10.0,6.0,9.1,9.0,3.77,6.875,7.84,6.2,5.7,,0.0,0,Em fase,0,,2.0,False,0,-1,5.0,7.537472727300001,6.75,8.3863636365,Ametista,0.0,1,1,1,1.0
RA-973,2023,0.0,ALFA R - G0/G1,9.0,Masculino,2023,0,Pública,Pública,Quartzo,5.82875,5.0,5.2,8.6,,3.77,7.1875,7.415,6.2,4.1,,1.0,-1,Moderada,1,,2.0,False,1,-2,5.0,6.9318363636,3.75,9.318181818,Ágata,0.0,1,1,1,0.0
RA-974,2023,0.0,ALFA R - G0/G1,7.0,Masculino,2023,0,Pública,Pública,Topázio,8.4752,10.0,8.8,9.1,9.0,3.77,7.5,9.34,8.8,8.8,,0.0,0,Em fase,0,,2.0,False,0,-1,5.0,7.6077217391,6.5,9.282608695499999,Ametista,0.0,1,1,1,1.0
RA-975,2023,0.0,ALFA R - G0/G1,7.0,Feminino,2023,0,Pública,Pública,Ametista,7.7803,10.0,6.5,9.2,7.9,7.52,5.625,7.67,7.2,5.8,,0.0,0,Em fase,0,,2.0,False,0,-1,5.0,7.1463666667000005,8.0,7.708333333500001,Ametista,0.0,1,1,1,1.0
RA-977,2023,0.0,ALFA R - G0/G1,7.0,Feminino,2023,0,Pública,Pública,Ametista,7.1717,10.0,5.8,7.4,8.5,5.02,5.625,8.085,5.7,5.9,,0.0,0,Em fase,0,,2.0,False,0,-1,5.0,7.188033333300001,7.0,7.291666666499999,Ametista,0.0,1,1,1,0.0
RA-978,2023,0.0,ALFA R - G0/G1,7.0,Feminino,2023,0,Pública,Pública,Topázio,8.3877,10.0,8.6,9.8,9.0,3.77,5.625,9.34,8.7,8.5,,0.0,0,Em fase,0,,2.0,False,0,-1,5.0,7.4637,6.5,9.5,Ametista,0.0,1,1,1,1.0
RA-979,2023,0.0,ALFA S - G2/G3,8.0,Masculino,2023,0,Pública,Pública,Topázio,8.1617,10.0,6.0,9.6,9.5,6.27,5.625,9.51,6.0,6.0,,0.0,0,Em fase,0,,2.0,False,0,-1,5.0,8.0352454545,8.25,9.5227272725,Topázio,0.0,1,1,1,1.0
RA-980,2023,0.0,ALFA S - G2/G3,8.0,Feminino,2023,0,Pública,Pública,Ametista,7.1425,10.0,6.3,9.8,,5.02,5.625,9.34,6.5,6.0,,0.0,0,Em fase,0,,2.0,False,1,0,10.0,7.946388311600001,6.25,9.058441558,Ametista,1.0,0,0,0,0.0
RA-808,2023,0.0,ALFA S - G2/G3,9.0,Masculino,2022,1,Pública,Pública,Topázio,8.1932,5.0,8.7,10.0,10.0,2.52,7.5,9.755,8.7,8.7,,1.0,-1,Moderada,1,,2.0,False,0,0,10.0,8.7897,8.75,10.0,Topázio,1.0,0,0,0,0.0
RA-981,2023,0.0,ALFA S - G2/G3,7.0,Feminino,2023,0,Pública,Pública,Ametista,7.5367,10.0,5.8,9.1,9.5,2.52,5.625,9.01,5.7,5.8,,0.0,0,Em fase,0,,2.0,False,0,-1,5.0,6.6513739130000005,6.0,7.010869565,Ágata,0.0,1,1,1,1.0
RA-982,2023,0.0,ALFA S - G2/G3,7.0,Masculino,2023,0,Pública,Pública,Ametista,7.1215,10.0,8.6,9.1,,2.52,5.625,8.835,8.7,8.5,,0.0,0,Em fase,0,,2.0,False,1,0,10.0,8.119860173100001,8.25,8.365800865499999,Topázio,1.0,0,0,0,0.0
RA-984,2023,0.0,ALFA S - G2/G3,8.0,Feminino,2023,0,Pública,Pública,Topázio,8.8177,10.0,8.3,9.8,8.0,7.52,6.875,9.84,8.3,8.2,,0.0,0,Em fase,0,,2.0,False,0,0,10.0,8.475080952400003,7.0,9.761904762,Topázio,1.0,0,0,0,1.0
RA-985,2023,0.0,ALFA S - G2/G3,8.0,Masculino,2023,0,Pública,Pública,Ametista,7.6247,10.0,6.8,9.3,9.0,2.52,5.625,8.5,7.3,6.2,,0.0,0,Em fase,0,,2.0,False,0,0,10.0,8.2432,7.5,10.0,Topázio,1.0,0,0,0,0.0
RA-986,2023,0.0,ALFA S - G2/G3,8.0,Feminino,2023,0,Pública,Pública,Topázio,8.0107,10.0,8.3,9.1,9.5,2.52,5.625,8.83,8.3,8.3,,0.0,0,Em fase,0,,2.0,False,0,0,10.0,8.2603406926,8.5,9.2965367965,Topázio,1.0,0,0,0,0.0
RA-987,2023,0.0,ALFA S - G2/G3,8.0,Masculino,2023,0,Pública,Pública,Ametista,7.6765,10.0,7.3,9.8,,6.27,6.875,9.76,7.5,7.0,,0.0,0,Em fase,0,,2.0,False,1,0,10.0,8.3028861472,7.5,9.0692640695,Topázio,1.0,0,0,0,0.0
RA-988,2023,0.0,ALFA S - G2/G3,9.0,Feminino,2023,0,Pública,Pública,Ametista,7.9568,5.0,8.5,8.1,7.9,7.52,6.25,9.84,8.5,8.5,,1.0,-1,Moderada,1,,2.0,False,0,-1,5.0,8.1765333333,7.75,10.0,Topázio,1.0,1,0,1,0.0
RA-989,2023,0.0,ALFA S - G2/G3,9.0,Masculino,2023,0,Pública,Pública,Ametista,7.7242,5.0,8.3,8.1,9.5,2.52,7.5,10.01,8.7,7.8,,1.0,-1,Moderada,1,,2.0,False,0,0,10.0,7.3743785714,6.0,7.8571428569999995,Ametista,1.0,0,0,0,1.0
RA-990,2023,0.0,ALFA T - G2/G3,9.0,Masculino,2023,0,Pública,Pública,Ametista,7.254,5.0,7.8,8.5,,7.52,7.5,10.01,8.3,7.2,,1.0,-1,Moderada,1,,2.0,False,1,-1,5.0,7.812283333400001,8.0,7.5,Ametista,1.0,1,0,1,0.0
RA-991,2023,0.0,ALFA T - G2/G3,9.0,Feminino,2023,0,Pública,Pública,Ametista,7.7687,5.0,7.7,9.1,10.0,3.14,6.875,9.585,8.0,7.3,,1.0,-1,Moderada,1,,2.0,False,0,-1,5.0,7.057230303000001,6.5,8.181818182,Ametista,1.0,1,0,1,1.0
RA-994,2023,0.0,ALFA T - G2/G3,8.0,Feminino,2023,0,Pública,Pública,Ametista,7.4127,10.0,6.0,9.4,9.5,3.77,5.625,7.265,6.2,5.7,,0.0,0,Em fase,0,,2.0,False,0,-1,5.0,7.7982217391,8.25,9.532608695499999,Ametista,0.0,1,1,1,0.0
RA-995,2023,0.0,ALFA T - G2/G3,11.0,Feminino,2023,0,Pública,Pública,Ágata,6.4782,5.0,5.1,7.9,9.5,3.77,6.25,7.18,5.3,4.8,,2.0,-2,Moderada,1,,2.0,False,0,-2,5.0,5.110372077899999,2.0,5.3896103895,Quartzo,1.0,1,0,1,1.0
RA-750,2023,0.0,ALFA U - G2/G3,11.0,Masculino,2019,4,Pública,Pública,Quartzo,5.6857,5.0,3.4,7.7,9.5,3.14,4.375,6.32,3.3,3.5,,2.0,-2,Moderada,1,,2.0,False,0,-2,5.0,4.542230369,3.75,5.938735178,Quartzo,1.0,1,0,1,1.0
RA-770,2023,0.0,ALFA U - G2/G3,8.0,Masculino,2022,1,Pública,Pública,Ágata,6.6785,10.0,5.9,8.3,,3.77,6.875,8.92,6.0,5.7,,0.0,0,Em fase,0,,2.0,False,1,-1,5.0,7.3057112782,5.0,9.022556391,Ametista,0.0,1,1,1,0.0
RA-771,2023,0.0,ALFA U - G2/G3,7.0,Feminino,2022,1,Pública,Pública,Ametista,7.056,10.0,8.2,8.8,,3.14,6.25,8.585,8.2,8.2,,0.0,0,Em fase,0,,2.0,False,1,-1,5.0,6.066009523800001,6.5,6.619047619,Ágata,0.0,1,1,1,1.0
RA-1000,2023,0.0,ALFA U - G2/G3,8.0,Feminino,2023,0,Pública,Pública,Ametista,7.9162,10.0,7.0,9.4,8.5,3.77,6.25,8.92,7.0,7.0,,0.0,0,Em fase,0,,2.0,False,0,0,10.0,8.364790909100002,7.75,9.5454545455,Topázio,1.0,0,0,0,0.0
RA-830,2023,0.0,ALFA U - G2/G3,9.0,Feminino,2022,1,Pública,Pública,Ágata,6.78,5.0,8.3,8.9,,3.14,6.25,9.505,8.3,8.3,,1.0,-1,Moderada,1,,2.0,False,1,-1,5.0,7.1373428571,6.75,7.619047619,Ametista,1.0,1,0,1,0.0
RA-1001,2023,0.0,ALFA U - G2/G3,9.0,Feminino,2023,0,Pública,Pública,Topázio,8.1162,5.0,7.8,9.1,9.0,7.52,7.5,9.17,8.3,7.3,,1.0,-1,Moderada,1,,2.0,False,0,-1,5.0,7.7964318841,7.75,9.347826087,Ametista,1.0,1,0,1,1.0
RA-1002,2023,0.0,ALFA U - G2/G3,9.0,Feminino,2023,0,Pública,Pública,Ametista,7.9012,5.0,7.0,9.7,9.0,7.52,6.25,8.92,7.0,7.0,,1.0,-1,Moderada,1,,2.0,False,0,-1,5.0,7.967866666700001,9.25,7.833333333500001,Ametista,0.0,1,0,1,0.0
RA-1003,2023,0.0,ALFA V - G0/G1,8.0,Masculino,2023,0,Pública,Pública,Ametista,7.6522,10.0,4.0,8.5,9.0,7.52,7.5,8.75,8.0,0.0,,0.0,0,Em fase,0,,2.0,False,0,-1,5.0,7.627588888900001,8.25,8.6944444445,Ametista,0.0,1,1,1,1.0
RA-1004,2023,0.0,ALFA V - G0/G1,8.0,Feminino,2023,0,Pública,Pública,Topázio,8.3137,10.0,7.9,9.6,9.0,7.52,6.875,7.42,6.5,9.2,,0.0,0,Em fase,0,,2.0,False,0,-1,5.0,7.801200000000001,7.5,9.25,Ametista,0.0,1,1,1,1.0
RA-1006,2023,0.0,ALFA V - G0/G1,8.0,Feminino,2023,0,Pública,Pública,Topázio,8.5922,10.0,8.7,9.3,9.0,7.52,7.5,8.0,8.7,8.6,,0.0,0,Em fase,0,,2.0,False,0,-1,5.0,7.040088888900001,5.0,8.4444444445,Ametista,0.0,1,1,1,1.0
RA-705,2023,0.0,ALFA V - G0/G1,10.0,Masculino,2022,1,Pública,Pública,Ágata,6.982,5.0,8.8,8.3,,6.89,7.5,8.165,8.9,8.6,,2.0,-2,Moderada,1,,2.0,False,1,-1,5.0,5.294247619100001,3.5,6.4285714285,Quartzo,1.0,1,0,1,1.0
RA-1008,2023,0.0,ALFA V - G0/G1,8.0,Masculino,2023,0,Pública,Pública,Topázio,8.13595,10.0,8.4,8.6,9.0,7.52,5.9375,7.5,7.5,9.2,,0.0,0,Em fase,0,,2.0,False,0,-1,5.0,6.8667414438000005,7.0,6.483957219,Ágata,0.0,1,1,1,1.0
RA-729,2023,0.0,ALFA V - G0/G1,9.0,Feminino,2022,1,Pública,Pública,Ametista,7.26545,5.0,8.6,9.1,8.0,3.77,6.5625,7.01,8.2,8.9,,1.0,-1,Moderada,1,,2.0,False,0,-1,5.0,6.684533333300001,6.0,8.4166666665,Ágata,0.0,1,0,1,1.0
RA-1009,2023,0.0,ALFA Y - G0/G1,8.0,Masculino,2023,0,Pública,Pública,Ametista,7.245,10.0,8.8,9.0,,3.77,7.5,7.84,8.3,9.2,,0.0,0,Em fase,0,,2.0,False,1,-1,5.0,6.395389393900001,7.5,6.8863636365000005,Ágata,0.0,1,1,1,1.0
RA-1012,2023,0.0,ALFA Y - G0/G1,8.0,Feminino,2023,0,Pública,Pública,Ametista,7.96495,10.0,6.6,9.9,10.0,3.77,7.1875,7.845,7.0,6.2,,0.0,0,Em fase,0,,2.0,False,0,-1,5.0,8.057128571400002,9.75,9.523809524,Topázio,0.0,1,1,1,0.0
RA-1013,2023,0.0,ALFA Y - G0/G1,7.0,Masculino,2023,0,Pública,Pública,Ametista,7.6237,10.0,8.3,9.6,9.0,4.39,5.625,5.76,7.0,9.5,,0.0,0,Em fase,0,,2.0,False,0,-1,5.0,5.7839559808,7.75,5.6937799039999994,Quartzo,0.0,1,1,1,1.0
RA-1014,2023,0.0,ALFA Y - G0/G1,7.0,Feminino,2023,0,Pública,Pública,Topázio,8.2582,10.0,8.2,9.7,9.0,3.77,7.5,8.255,7.7,8.7,,0.0,0,Em fase,0,,2.0,False,0,-1,5.0,6.315972727300001,5.25,7.8863636365000005,Ágata,0.0,1,1,1,1.0
RA-1015,2023,1.0,1A,10.0,Feminino,2023,0,Pública,Pública,Ametista,7.538908333,5.0,6.3,9.3,10.0,6.27,7.34375,7.786666667,5.0,7.6,,2.0,-1,Moderada,1,,3.0,False,0,0,10.0,6.643252381000002,4.0,7.8214285715,Ágata,2.0,0,0,0,1.0
RA-687,2023,1.0,1A,10.0,Masculino,2022,1,Pública,Pública,Ametista,7.617533333,5.0,6.9,9.0,8.0,7.52,7.5,8.226666667,6.7,7.0,,2.0,-1,Moderada,1,,3.0,False,0,0,10.0,8.2739844611,7.25,9.2355889725,Topázio,2.0,0,0,0,0.0
RA-1017,2023,1.0,1A,11.0,Masculino,2023,0,Pública,Pública,Ágata,6.505333333,5.0,7.7,8.0,,5.02,7.5,8.116666667,7.0,8.3,,2.0,-1,Moderada,1,,3.0,False,1,0,10.0,7.345521428500001,5.0,7.8095238095,Ametista,2.0,0,0,0,0.0
RA-688,2023,1.0,1A,10.0,Masculino,2022,1,Pública,Pública,Topázio,8.0442,5.0,8.6,9.3,8.5,7.52,7.5,8.06,8.2,9.0,,2.0,-1,Moderada,1,,3.0,False,0,0,10.0,8.986533333300002,7.5,10.0,Topázio,2.0,0,0,0,0.0
RA-1018,2023,1.0,1A,9.0,Masculino,2023,0,Pública,Pública,Ágata,6.824,10.0,6.3,8.5,,5.02,7.5,8.06,5.8,6.8,,1.0,0,Em fase,0,,3.0,False,1,-1,5.0,7.7054045454,8.25,7.727272727,Ametista,1.0,1,1,1,0.0
RA-696,2023,1.0,1A,9.0,Feminino,2021,2,Pública,Pública,Ametista,7.172666667,10.0,6.7,9.4,,5.02,7.5,8.503333333,5.2,8.2,,1.0,0,Em fase,0,,3.0,False,1,0,10.0,7.482680952299999,5.25,7.845238095,Ametista,2.0,0,0,0,0.0
RA-1019,2023,1.0,1A,8.0,Feminino,2023,0,Pública,Pública,Ametista,7.177033333,10.0,4.3,9.1,7.5,5.02,6.875,7.836666667,0.5,8.0,,0.0,1,Em fase,0,,3.0,False,0,0,10.0,8.692255194900001,8.75,9.3073593075,Topázio,1.0,0,1,1,0.0
RA-514,2023,1.0,1A,10.0,Feminino,2022,1,Pública,Pública,Quartzo,5.823133333,5.0,5.5,7.5,7.9,2.52,5.0,5.896666667,4.2,6.8,,2.0,-1,Moderada,1,,3.0,False,0,0,10.0,6.219580952400001,3.0,7.595238095,Ágata,2.0,0,0,0,0.0
RA-1020,2023,1.0,1A,9.0,Feminino,2023,0,Pública,Pública,Ametista,7.612283333,10.0,6.1,9.1,10.0,2.52,7.1875,8.056666667,4.3,7.8,,1.0,0,Em fase,0,,3.0,False,0,0,10.0,8.9544954545,9.0,9.7727272725,Topázio,1.0,0,0,0,0.0
RA-1021,2023,1.0,1A,9.0,Masculino,2023,0,Pública,Pública,Ágata,6.964616667,10.0,3.3,9.2,8.0,3.77,7.1875,7.893333333,2.5,4.0,,1.0,0,Em fase,0,,3.0,False,0,-1,5.0,8.0985863636,8.0,9.318181818,Topázio,1.0,1,1,1,0.0
RA-1022,2023,1.0,1A,9.0,Masculino,2023,0,Pública,Pública,Ametista,7.164616667,10.0,4.7,8.5,8.5,3.77,7.1875,7.893333333,4.7,4.7,,1.0,0,Em fase,0,,3.0,False,0,-1,5.0,7.613169697000002,6.5,9.318181818,Ametista,1.0,1,1,1,0.0
RA-1023,2023,1.0,1A,9.0,Feminino,2023,0,Pública,Pública,Topázio,9.1342,10.0,9.1,10.0,10.0,6.27,8.75,9.06,8.5,9.7,,1.0,0,Em fase,0,,3.0,False,0,0,10.0,9.498580952300001,9.5,9.511904762,Topázio,2.0,0,0,0,0.0
RA-699,2023,1.0,1A,10.0,Masculino,2022,1,Pública,Pública,Ágata,6.389991667,5.0,6.0,8.3,8.5,3.77,5.78125,6.173333333,5.7,6.2,,2.0,-1,Moderada,1,,3.0,False,0,-1,5.0,6.427771212000001,6.5,7.727272727000001,Ágata,1.0,1,0,1,0.0
RA-480,2023,1.0,1B,11.0,Feminino,2021,2,Pública,Pública,Topázio,8.226408333,5.0,7.9,9.7,10.0,7.52,7.96875,8.336666667,7.2,8.5,,2.0,-1,Moderada,1,,3.0,False,0,0,10.0,7.260202380900001,5.0,8.0714285715,Ametista,2.0,0,0,0,1.0
RA-1024,2023,1.0,1B,10.0,Feminino,2023,0,Pública,Pública,Ametista,7.788875,5.0,9.8,10.0,,6.27,9.21875,8.95,10.0,9.5,,2.0,-1,Moderada,1,,3.0,False,1,-1,5.0,8.6516166666,10.0,10.0,Topázio,1.0,1,0,1,0.0
RA-502,2023,1.0,1B,9.0,Feminino,2021,2,Privada - Programa de Apadrinhamento,Privada/Bolsa,Topázio,8.749075,10.0,8.0,9.8,8.5,7.52,7.96875,8.95,6.7,9.3,,1.0,0,Em fase,0,,3.0,False,0,0,10.0,8.5023309524,8.0,9.761904762,Topázio,2.0,0,0,0,1.0
RA-1025,2023,1.0,1B,9.0,Masculino,2023,0,Pública,Pública,Topázio,8.215158333,10.0,7.5,8.9,8.5,7.52,7.65625,7.836666667,7.5,7.5,,1.0,0,Em fase,0,,3.0,False,0,-1,5.0,7.897071212,9.0,7.727272727,Ametista,1.0,1,1,1,1.0
RA-680,2023,1.0,1B,11.0,Feminino,2019,4,Pública,Pública,Ágata,6.5855,5.0,6.4,9.1,,7.52,6.875,7.78,5.2,7.5,,2.0,-1,Moderada,1,,3.0,False,1,-1,5.0,4.9800714287000005,3.0,6.6428571430000005,Quartzo,2.0,1,0,1,1.0
RA-698,2023,1.0,1B,9.0,Masculino,2021,2,Pública,Pública,Ametista,7.553616667,10.0,5.7,9.9,8.5,2.52,7.1875,8.113333333,4.3,7.0,,1.0,0,Em fase,0,,3.0,False,0,0,10.0,7.3363190476,4.5,8.3214285715,Ametista,2.0,0,0,0,1.0
RA-1027,2023,1.0,1B,10.0,Feminino,2023,0,Pública,Pública,Ametista,7.748866667,5.0,6.0,9.7,9.5,7.52,7.5,8.333333333,4.2,7.7,,2.0,-1,Moderada,1,,3.0,False,0,0,10.0,8.220866666700001,5.25,10.0,Topázio,2.0,0,0,0,0.0
RA-529,2023,1.0,1B,13.0,Masculino,2020,3,Pública,Pública,Ametista,7.278991667,5.0,6.8,9.6,8.0,7.52,5.78125,6.893333333,4.8,8.7,,3.0,-2,Moderada,1,,3.0,False,0,-1,5.0,5.2661285715,4.25,6.6071428569999995,Quartzo,2.0,1,0,1,1.0
RA-1028,2023,1.0,1B,11.0,Masculino,2023,0,Pública,Pública,Ágata,6.415708333,5.0,5.0,9.2,,7.52,7.34375,7.946666667,5.0,5.0,,2.0,-1,Moderada,1,,3.0,False,1,-2,5.0,7.1404338602,7.5,7.055335968,Ametista,1.0,1,1,1,0.0
RA-686,2023,1.0,1C,10.0,Feminino,2022,1,Pública,Pública,Ametista,7.9642,5.0,8.0,9.0,8.5,7.52,7.5,8.56,7.3,8.7,,2.0,-1,Moderada,1,,3.0,False,0,0,10.0,8.040259523700001,7.25,8.7857142855,Topázio,2.0,0,0,0,0.0
RA-1029,2023,1.0,1C,9.0,Feminino,2023,0,Pública,Pública,Ametista,7.058533333,10.0,5.4,6.3,10.0,3.77,7.5,8.006666667,3.5,7.2,,1.0,0,Em fase,0,,3.0,False,0,-1,5.0,7.797790909100001,8.75,8.7954545455,Ametista,1.0,1,1,1,0.0
RA-1030,2023,1.0,1C,11.0,Masculino,2023,0,Pública,Pública,Ametista,7.4027,5.0,6.9,9.7,8.5,3.77,6.875,8.39,6.2,7.5,,2.0,-1,Moderada,1,,3.0,False,0,0,10.0,7.7401916040000005,8.0,8.28320802,Ametista,2.0,0,0,0,0.0
RA-522,2023,1.0,1C,10.0,Masculino,2021,2,Pública,Pública,Ametista,7.890533333,5.0,8.3,9.2,7.5,7.52,7.083333333,8.45,8.3,8.2,,2.0,-1,Moderada,1,,3.0,False,0,0,10.0,8.6777119048,9.0,9.523809524,Topázio,2.0,0,0,0,0.0
RA-501,2023,1.0,1C,10.0,Masculino,2021,2,Pública,Pública,Topázio,8.1357,5.0,8.9,8.4,7.0,7.52,8.541666667,9.396666667,9.2,8.5,,2.0,-1,Moderada,1,,3.0,False,0,0,10.0,8.2779474937,8.75,7.9949874685,Topázio,2.0,0,0,0,0.0
RA-527,2023,1.0,1C,10.0,Feminino,2022,1,Pública,Pública,Ametista,7.5682,5.0,6.5,9.1,9.0,7.52,7.5,7.78,5.7,7.2,,2.0,-1,Moderada,1,,3.0,False,0,0,10.0,8.1403666666,6.0,10.0,Topázio,2.0,0,0,0,0.0
RA-1031,2023,1.0,1D,10.0,Masculino,2023,0,Pública,Pública,Ametista,7.0602,5.0,5.9,8.8,8.0,7.52,6.666666667,7.006666667,4.8,7.0,,2.0,-1,Moderada,1,,3.0,False,0,-1,5.0,6.8757227273,6.25,8.6363636365,Ágata,1.0,1,0,1,1.0
RA-1032,2023,1.0,1D,10.0,Masculino,2023,0,Pública,Pública,Ametista,7.434033333,5.0,6.0,9.5,8.5,7.52,7.291666667,7.563333333,5.7,6.2,,2.0,-1,Moderada,1,,3.0,False,0,-1,5.0,8.01645,8.0,9.75,Topázio,1.0,1,0,1,0.0
RA-1034,2023,1.0,1D,10.0,Masculino,2023,0,Pública,Pública,Ametista,7.9642,5.0,8.3,9.0,7.5,7.52,8.333333333,8.393333333,7.8,8.7,,2.0,-1,Moderada,1,,3.0,False,0,0,10.0,8.0333666666,7.5,8.0833333335,Topázio,2.0,0,0,0,0.0
RA-1035,2023,1.0,1D,9.0,Masculino,2023,0,Pública,Pública,Ágata,6.888833333,10.0,5.8,8.3,,7.52,7.708333333,7.78,4.0,7.5,,1.0,0,Em fase,0,,3.0,False,1,-1,5.0,7.833495454500001,7.0,9.0227272725,Ametista,1.0,1,1,1,0.0
RA-730,2023,1.0,1F,10.0,Feminino,2021,2,Privada,Privada/Bolsa,Ametista,7.979325,5.0,7.8,8.7,10.0,5.02,9.53125,8.67,7.8,7.7,,2.0,-1,Moderada,1,,3.0,False,0,0,10.0,8.469255555700002,9.5,7.152777778,Topázio,2.0,0,0,0,0.0
RA-855,2023,1.0,1F,9.0,Feminino,2022,1,Pública,Pública,Topázio,8.62995,10.0,6.8,10.0,9.5,7.52,8.4375,8.67,5.2,8.3,,1.0,0,Em fase,0,,3.0,False,0,0,10.0,8.578533333400001,8.5,10.0,Topázio,2.0,0,0,0,1.0
