RA,ANO,FASE,TURMA,IDADE,GENERO,ANO_INGRESSO,ANOS_NA_PM,INSTITUICAO,INSTITUICAO_GRUPO,PEDRA,INDE,IAN,IDA,IEG,IAA,IPS,IPP,IPV,MAT,POR,ING,FASE_IDEAL,DEFASAGEM,CLASSE_DEFASAGEM,EM_DEFASAGEM,PONTO_VIRADA,N_AVALIACOES,SEM_AVALIACAO,IAA_ZERADO,DEFASAGEM_T1,IAN_T1,INDE_T1,IDA_T1,IEG_T1,PEDRA_T1,FASE_T1,DEFASADO_T1,PIOROU_DEFASAGEM,RISCO_DEFASAGEM,QUEDA_INDE
RA-547,2022,1.0,G,11.0,Feminino,2019,3,Escola Pública,Pública,Ametista,7.745,5.0,7.6,9.7,9.5,5.0,,8.833,7.3,7.8,,2.0,-1,Moderada,1,1.0,2.0,False,0,-1,5.0,6.467,6.2,9.1,Ágata,2.0,1,0,1,1.0
RA-548,2022,1.0,G,12.0,Masculino,2019,3,Escola Pública,Pública,Ametista,7.292,5.0,7.2,9.1,8.0,6.9,,7.583,5.7,8.7,,3.0,-2,Moderada,1,0.0,2.0,False,0,-1,5.0,7.4322,7.4,9.1,Ametista,2.0,1,0,1,0.0
RA-549,2022,1.0,G,10.0,Masculino,2021,1,Escola Pública,Pública,Ágata,6.301,5.0,4.2,7.9,10.0,6.9,,6.167,2.2,6.2,,2.0,-1,Moderada,1,0.0,2.0,False,0,-1,5.0,7.0297,6.4,8.1,Ametista,1.0,1,0,1,0.0
RA-551,2022,1.0,G,12.0,Feminino,2018,4,Escola Pública,Pública,Ágata,6.853,5.0,6.6,7.3,8.5,6.9,,7.333,5.0,8.2,,3.0,-2,Moderada,1,0.0,2.0,False,0,-1,5.0,7.075033333,5.4,8.6,Ametista,2.0,1,0,1,0.0
RA-552,2022,1.0,G,11.0,Masculino,2022,0,Escola Pública,Pública,Ágata,6.625,5.0,5.5,8.8,9.5,5.0,,7.167,6.0,5.0,,2.0,-1,Moderada,1,0.0,2.0,False,0,-2,5.0,5.248666667,6.4,5.6,Quartzo,1.0,1,1,1,1.0
RA-555,2022,1.0,G,12.0,Masculino,2019,3,Escola Pública,Pública,Quartzo,5.949,5.0,4.4,8.1,9.5,5.0,,5.167,1.8,7.0,,3.0,-2,Moderada,1,0.0,2.0,False,0,-1,5.0,5.898133333,3.9,8.1,Quartzo,2.0,1,0,1,1.0
RA-556,2022,1.0,G,11.0,Feminino,2018,4,Escola Pública,Pública,Ametista,7.181,5.0,6.4,8.8,9.0,5.0,,8.25,4.8,8.0,,2.0,-1,Moderada,1,0.0,2.0,False,0,-1,5.0,7.7482,7.2,9.6,Ametista,2.0,1,0,1,0.0
RA-557,2022,1.0,H,10.0,Masculino,2019,3,Escola Pública,Pública,Topázio,8.334,5.0,9.4,8.4,10.0,7.5,,9.333,10.0,8.8,,2.0,-1,Moderada,1,1.0,2.0,False,0,0,10.0,8.7717,8.9,8.2,Topázio,2.0,0,0,0,0.0
RA-558,2022,1.0,H,14.0,Masculino,2022,0,Escola Pública,Pública,Quartzo,5.539,2.5,4.3,8.5,9.0,5.0,,4.5,0.5,8.0,,4.0,-3,Severa,1,0.0,2.0,False,0,-3,2.5,6.615333333,6.0,9.4,Ágata,2.0,1,0,1,0.0
RA-559,2022,1.0,H,11.0,Masculino,2021,1,Escola Pública,Pública,Ametista,7.634,5.0,7.1,9.2,9.5,7.5,,8.083,7.2,7.0,,2.0,-1,Moderada,1,0.0,2.0,False,0,-1,5.0,7.947366667,7.4,9.4,Ametista,2.0,1,0,1,0.0
RA-560,2022,1.0,H,11.0,Masculino,2020,2,Escola Pública,Pública,Quartzo,4.949,5.0,3.8,7.2,6.9,5.0,,3.75,3.2,4.3,,2.0,-1,Moderada,1,0.0,2.0,False,0,-1,5.0,4.932,4.0,8.4,Quartzo,2.0,1,0,1,1.0
RA-562,2022,1.0,H,11.0,Feminino,2021,1,Escola Pública,Pública,Ametista,7.855,5.0,8.0,9.0,8.0,7.5,,8.75,8.3,7.7,,2.0,-1,Moderada,1,1.0,2.0,False,0,-1,5.0,6.824833333,8.7,8.5,Ágata,2.0,1,0,1,1.0
RA-563,2022,1.0,H,11.0,Feminino,2020,2,Escola Pública,Pública,Topázio,8.22,5.0,8.5,9.2,10.0,7.5,,8.833,9.0,8.0,,2.0,-1,Moderada,1,1.0,2.0,False,0,0,10.0,7.684133333,6.2,9.7,Ametista,2.0,0,0,0,1.0
RA-566,2022,1.0,H,12.0,Feminino,2022,0,Escola Pública,Pública,Ametista,7.729,5.0,8.5,8.4,9.5,7.5,,7.917,9.5,7.5,,3.0,-2,Moderada,1,0.0,2.0,False,0,-1,5.0,7.7227,8.4,8.8,Ametista,2.0,1,0,1,1.0
RA-568,2022,1.0,J,14.0,Masculino,2018,4,Escola Pública,Pública,Ametista,7.306,2.5,8.3,8.6,8.0,6.9,,7.944,8.0,8.5,,4.0,-3,Severa,1,0.0,3.0,False,0,-3,2.5,6.9647,7.6,7.9,Ágata,2.0,1,0,1,1.0
RA-570,2022,1.0,J,10.0,Feminino,2019,3,Escola Pública,Pública,Quartzo,5.722,5.0,1.3,7.0,9.0,7.5,,6.778,0.7,2.0,,2.0,-1,Moderada,1,0.0,3.0,False,0,-1,5.0,6.781033333,5.9,7.3,Ágata,1.0,1,0,1,0.0
RA-571,2022,1.0,J,11.0,Feminino,2019,3,Escola Pública,Pública,Ágata,6.589,5.0,3.7,8.8,8.5,7.5,,6.944,3.3,4.0,,2.0,-1,Moderada,1,0.0,3.0,False,0,-2,5.0,6.6097,5.0,7.9,Ágata,1.0,1,1,1,0.0
RA-573,2022,1.0,J,11.0,Masculino,2020,2,Escola Pública,Pública,Topázio,8.261,5.0,8.2,9.9,9.5,7.5,,8.944,8.3,8.0,,2.0,-1,Moderada,1,1.0,3.0,False,0,-1,5.0,7.774366667,6.6,9.8,Ametista,2.0,1,0,1,1.0
RA-574,2022,1.0,J,10.0,Masculino,2022,0,Escola Pública,Pública,Ágata,6.86,5.0,7.5,7.2,9.5,5.0,,6.944,5.5,9.5,,2.0,-1,Moderada,1,0.0,3.0,False,0,0,10.0,7.878133333,8.1,8.2,Ametista,2.0,0,0,0,0.0
RA-576,2022,1.0,J,10.0,Feminino,2022,0,Escola Pública,Pública,Ametista,7.59,5.0,7.8,9.1,9.5,7.5,,7.111,7.5,8.0,,2.0,-1,Moderada,1,0.0,3.0,False,0,-1,5.0,7.984741667,8.0,9.3,Ametista,1.0,1,0,1,0.0
RA-577,2022,1.0,J,10.0,Feminino,2022,0,Escola Pública,Pública,Ametista,7.862,5.0,9.0,9.3,9.5,7.5,,7.111,8.3,9.7,,2.0,-1,Moderada,1,0.0,3.0,False,0,-1,5.0,7.219366667,7.4,8.2,Ametista,1.0,1,0,1,1.0
RA-578,2022,1.0,J,10.0,Masculino,2019,3,Escola Pública,Pública,Topázio,8.814,5.0,9.5,10.0,9.5,8.8,,9.611,9.3,9.7,,2.0,-1,Moderada,1,1.0,3.0,False,0,0,10.0,9.013866667,9.7,10.0,Topázio,2.0,0,0,0,0.0
RA-580,2022,1.0,J,10.0,Feminino,2020,2,Escola Pública,Pública,Ametista,7.525,5.0,7.6,9.6,8.0,7.5,,7.167,6.3,8.8,,2.0,-1,Moderada,1,0.0,3.0,False,0,-1,5.0,8.4712,9.0,9.8,Topázio,1.0,1,0,1,0.0
RA-581,2022,1.0,J,10.0,Masculino,2019,3,Escola Pública,Pública,Ágata,6.464,5.0,5.0,8.9,7.5,7.5,,5.889,5.3,4.7,,2.0,-1,Moderada,1,0.0,3.0,False,0,-1,5.0,7.7167,7.9,9.8,Ametista,1.0,1,0,1,0.0
RA-583,2022,1.0,J,12.0,Feminino,2019,3,Escola Pública,Pública,Ametista,7.456,5.0,7.1,9.4,8.5,7.5,,7.333,6.2,8.0,,3.0,-2,Moderada,1,0.0,3.0,False,0,-1,5.0,7.838866667,6.3,9.4,Ametista,2.0,1,0,1,0.0
RA-584,2022,1.0,J,10.0,Feminino,2019,3,Escola Pública,Pública,Ágata,6.714,5.0,4.6,8.5,8.0,7.5,,7.333,4.5,4.7,,2.0,-1,Moderada,1,0.0,3.0,False,0,0,10.0,7.697533333,5.8,9.0,Ametista,2.0,0,0,0,0.0
RA-586,2022,1.0,K,10.0,Feminino,2021,1,Rede Decisão,Privada/Bolsa,Ametista,7.988,5.0,8.2,9.6,10.0,5.6,,8.778,8.2,8.2,,2.0,-1,Moderada,1,1.0,3.0,False,0,0,10.0,8.4242,8.4,10.0,Topázio,2.0,0,0,0,0.0
RA-587,2022,1.0,K,10.0,Masculino,2022,0,Escola Pública,Pública,Ágata,6.632,5.0,3.8,9.3,9.5,7.5,,6.167,1.0,6.5,,2.0,-1,Moderada,1,0.0,3.0,False,0,-1,5.0,6.032033333,2.7,7.0,Ágata,1.0,1,0,1,1.0
RA-588,2022,1.0,K,9.0,Feminino,2021,1,Rede Decisão,Privada/Bolsa,Topázio,8.622,10.0,9.3,10.0,9.5,5.6,,8.278,9.3,9.2,,1.0,0,Em fase,0,0.0,3.0,False,0,0,10.0,8.3527,7.8,9.6,Topázio,2.0,0,0,0,1.0
RA-590,2022,1.0,K,10.0,Feminino,2020,2,Escola Pública,Pública,Ametista,7.435,5.0,7.4,8.6,8.5,7.5,,7.611,5.7,9.2,,2.0,-1,Moderada,1,0.0,3.0,False,0,0,10.0,7.647666667,6.5,9.7,Ametista,2.0,0,0,0,0.0
RA-591,2022,1.0,K,11.0,Masculino,2021,1,Escola Pública,Pública,Ametista,7.507,5.0,7.1,9.3,9.5,7.5,,7.389,7.8,6.3,,2.0,-1,Moderada,1,0.0,3.0,False,0,-1,5.0,7.1472,6.9,8.5,Ametista,2.0,1,0,1,1.0
RA-592,2022,1.0,K,10.0,Feminino,2020,2,Escola Pública,Pública,Ametista,7.381,5.0,8.4,8.5,8.0,5.6,,7.778,7.2,9.7,,2.0,-1,Moderada,1,0.0,3.0,False,0,0,10.0,7.935466667,7.6,9.2,Ametista,2.0,0,0,0,0.0
RA-594,2022,1.0,K,10.0,Masculino,2022,0,Escola Pública,Pública,Ametista,7.392,5.0,7.8,9.4,8.0,7.5,,6.889,6.0,9.5,,2.0,-1,Moderada,1,0.0,3.0,False,0,-1,5.0,6.702033333,5.8,7.1,Ágata,1.0,1,0,1,1.0
RA-595,2022,1.0,K,12.0,Masculino,2018,4,Escola Pública,Pública,Quartzo,5.18,5.0,1.0,5.5,8.5,7.5,,6.0,2.0,0.0,,3.0,-2,Moderada,1,0.0,3.0,False,0,-1,5.0,5.078666667,3.3,7.0,Quartzo,2.0,1,0,1,1.0
RA-597,2022,1.0,L,9.0,Masculino,2022,0,Escola Pública,Pública,Topázio,8.265,10.0,8.0,10.0,9.0,7.5,,7.056,6.5,9.5,,1.0,0,Em fase,0,0.0,3.0,False,0,-1,5.0,8.49045,8.5,9.6,Topázio,1.0,1,1,1,0.0
RA-599,2022,1.0,L,10.0,Masculino,2022,0,Escola Pública,Pública,Topázio,8.2,5.0,9.1,9.2,9.5,7.5,,8.556,8.3,9.8,,2.0,-1,Moderada,1,1.0,3.0,False,0,0,10.0,8.532866667,8.5,9.5,Topázio,2.0,0,0,0,0.0
RA-600,2022,1.0,L,9.0,Feminino,2021,1,Escola Pública,Pública,Ágata,7.011,10.0,3.9,8.4,8.5,7.5,,6.833,2.8,5.0,,1.0,0,Em fase,0,0.0,3.0,False,0,-1,5.0,7.651658333,7.2,8.4,Ametista,1.0,1,1,1,0.0
RA-601,2022,1.0,L,8.0,Masculino,2021,1,Escola Pública,Pública,Ametista,7.713,10.0,5.7,9.7,9.0,7.5,,7.167,5.3,6.0,,0.0,1,Em fase,0,0.0,3.0,False,0,0,10.0,8.955783333,8.7,10.0,Topázio,1.0,0,1,1,0.0
RA-602,2022,1.0,L,11.0,Masculino,2019,3,Escola Pública,Pública,Ametista,8.041,5.0,8.6,9.7,10.0,7.5,,7.667,8.3,8.8,,2.0,-1,Moderada,1,0.0,3.0,False,0,-1,5.0,8.5592,8.1,9.6,Topázio,2.0,1,0,1,0.0
RA-603,2022,1.0,L,11.0,Feminino,2022,0,Escola Pública,Pública,Ametista,7.78,5.0,7.5,9.5,9.0,7.5,,8.0,6.7,8.3,,2.0,-1,Moderada,1,0.0,3.0,False,0,0,10.0,6.748833333,7.0,8.9,Ágata,2.0,0,0,0,1.0
RA-604,2022,1.0,L,10.0,Feminino,2021,1,Escola Pública,Pública,Ametista,8.018,5.0,8.8,9.0,9.0,7.5,,8.333,8.0,9.7,,2.0,-1,Moderada,1,0.0,3.0,False,0,0,10.0,8.548033333,7.5,9.3,Topázio,2.0,0,0,0,0.0
RA-605,2022,1.0,L,12.0,Feminino,2021,1,Escola Pública,Pública,Ametista,7.276,5.0,7.1,9.3,6.9,6.9,,7.556,6.2,8.0,,3.0,-2,Moderada,1,0.0,3.0,False,0,-1,5.0,7.709366667,6.8,9.5,Ametista,2.0,1,0,1,0.0
RA-606,2022,1.0,L,10.0,Masculino,2022,0,Escola Pública,Pública,Ágata,6.127,5.0,1.8,9.0,9.5,7.5,,6.111,2.0,1.5,,2.0,-1,Moderada,1,0.0,3.0,False,0,-1,5.0,7.402491667,6.0,8.5,Ametista,1.0,1,0,1,0.0
RA-607,2022,1.0,L,10.0,Masculino,2022,0,Escola Pública,Pública,Ágata,6.44,5.0,4.0,8.1,6.8,7.5,,7.444,3.0,5.0,,2.0,-1,Moderada,1,0.0,3.0,False,0,-1,5.0,7.333075,6.8,7.5,Ametista,1.0,1,0,1,0.0
RA-608,2022,1.0,L,10.0,Masculino,2022,0,Escola Pública,Pública,Ametista,7.216,5.0,6.3,9.6,7.8,7.5,,7.222,3.0,9.5,,2.0,-1,Moderada,1,0.0,3.0,False,0,-1,5.0,7.401741667,6.2,7.5,Ametista,1.0,1,0,1,0.0
RA-609,2022,1.0,L,11.0,Masculino,2019,3,Escola Pública,Pública,Ágata,6.794,5.0,6.0,7.6,8.5,7.5,,7.056,6.5,5.5,,2.0,-1,Moderada,1,0.0,3.0,False,0,-1,5.0,6.463033333,5.3,6.4,Ágata,2.0,1,0,1,1.0
RA-610,2022,1.0,L,9.0,Feminino,2022,0,Escola Pública,Pública,Topázio,8.18,10.0,6.5,9.6,9.0,7.5,,8.5,6.0,7.0,,1.0,0,Em fase,0,1.0,3.0,False,0,0,10.0,8.2857,7.0,10.0,Topázio,2.0,0,0,0,0.0
RA-612,2022,1.0,M,10.0,Feminino,2021,1,Escola Pública,Pública,Ametista,7.594,5.0,7.9,9.2,9.0,7.5,,7.167,9.7,6.2,,2.0,-1,Moderada,1,0.0,3.0,False,0,-1,5.0,8.410783333,9.7,9.7,Topázio,1.0,1,0,1,0.0
RA-613,2022,1.0,M,13.0,Masculino,2020,2,Escola Pública,Pública,Topázio,8.121,5.0,9.2,9.2,9.0,7.5,,8.556,9.2,9.2,,3.0,-2,Moderada,1,1.0,3.0,False,0,-1,5.0,6.864508333,4.8,9.4,Ágata,3.0,1,0,1,1.0
RA-614,2022,1.0,M,12.0,Masculino,2021,1,Escola Pública,Pública,Topázio,8.339,5.0,9.6,9.7,9.5,7.5,,8.278,9.8,9.3,,3.0,-2,Moderada,1,0.0,3.0,False,0,-1,5.0,8.2282,8.6,9.1,Topázio,2.0,1,0,1,1.0
RA-615,2022,1.0,M,9.0,Feminino,2020,2,Escola Pública,Pública,Topázio,8.086,10.0,7.3,9.7,9.5,7.5,,6.889,7.8,6.7,,1.0,0,Em fase,0,0.0,3.0,False,0,-1,5.0,7.815658333,7.6,9.7,Ametista,1.0,1,1,1,1.0
RA-616,2022,1.0,M,12.0,Masculino,2019,3,Escola Pública,Pública,Ametista,7.303,5.0,8.8,7.4,7.4,7.5,,7.278,9.2,8.5,,3.0,-2,Moderada,1,0.0,3.0,False,0,-1,5.0,5.612,6.8,6.6,Quartzo,2.0,1,0,1,1.0
RA-617,2022,1.0,M,11.0,Feminino,2021,1,Escola Pública,Pública,Ametista,7.107,5.0,6.3,8.9,8.5,7.5,,6.778,4.5,8.0,,2.0,-1,Moderada,1,0.0,3.0,False,0,-1,5.0,6.816166667,6.9,9.0,Ágata,1.0,1,0,1,1.0
RA-618,2022,1.0,M,13.0,Masculino,2020,2,Escola Pública,Pública,Ametista,7.18,5.0,6.7,8.3,8.9,7.5,,7.333,6.8,6.5,,3.0,-2,Moderada,1,0.0,3.0,False,0,-2,5.0,6.4745,6.2,9.2,Ágata,2.0,1,0,1,1.0
RA-619,2022,1.0,M,11.0,Feminino,2021,1,Escola Pública,Pública,Ametista,7.693,5.0,9.0,8.0,9.5,7.5,,7.333,9.2,8.8,,2.0,-1,Moderada,1,0.0,3.0,False,0,0,10.0,7.891366667,9.0,7.1,Ametista,2.0,0,0,0,0.0
RA-620,2022,1.0,M,12.0,Masculino,2021,1,Escola Pública,Pública,Ágata,6.018,5.0,6.8,7.5,,7.5,,6.833,8.5,5.0,,3.0,-2,Moderada,1,0.0,3.0,False,1,-1,5.0,7.043666667,6.2,8.4,Ametista,2.0,1,0,1,0.0
RA-623,2022,1.0,N,13.0,Masculino,2022,0,Escola Pública,Pública,Ametista,7.524,5.0,8.3,9.0,7.5,7.5,,7.389,9.3,7.2,,3.0,-2,Moderada,1,0.0,3.0,False,0,-2,5.0,7.8307,7.3,9.5,Ametista,2.0,1,0,1,0.0
RA-624,2022,1.0,N,10.0,Masculino,2022,0,Escola Pública,Pública,Ametista,7.425,5.0,6.8,8.9,9.0,7.5,,7.722,8.0,5.5,,2.0,-1,Moderada,1,0.0,3.0,False,0,-1,5.0,8.270825,8.6,9.2,Topázio,1.0,1,0,1,0.0
RA-626,2022,1.0,N,11.0,Masculino,2021,1,Escola Pública,Pública,Quartzo,5.818,5.0,1.3,7.6,7.4,7.5,,7.278,2.5,0.0,,2.0,-1,Moderada,1,0.0,3.0,False,0,-1,5.0,7.231033333,6.5,9.2,Ametista,2.0,1,0,1,0.0
RA-628,2022,1.0,N,11.0,Masculino,2022,0,Escola Pública,Pública,Ametista,7.577,5.0,9.2,7.6,9.5,7.5,,7.333,9.3,9.0,,2.0,-1,Moderada,1,0.0,3.0,False,0,-2,5.0,8.370325,9.4,8.9,Topázio,1.0,1,1,1,0.0
RA-629,2022,1.0,N,9.0,Masculino,2022,0,Escola Pública,Pública,Topázio,8.11,10.0,7.0,10.0,9.0,7.5,,7.278,5.0,9.0,,1.0,0,Em fase,0,0.0,3.0,False,0,-1,5.0,8.013866667,7.5,9.4,Topázio,1.0,1,1,1,1.0
RA-630,2022,1.0,N,9.0,Masculino,2022,0,Escola Pública,Pública,Topázio,8.064,10.0,7.3,9.2,9.5,7.5,,7.278,6.5,8.0,,1.0,0,Em fase,0,0.0,3.0,False,0,-1,5.0,7.199991667,5.7,8.6,Ametista,1.0,1,1,1,1.0
RA-631,2022,1.0,N,12.0,Masculino,2022,0,Escola Pública,Pública,Ágata,6.928,5.0,7.0,6.8,8.5,7.5,,7.222,7.3,6.7,,3.0,-2,Moderada,1,0.0,3.0,False,0,-1,5.0,5.954666667,7.0,6.4,Quartzo,2.0,1,0,1,1.0
RA-632,2022,1.0,P,10.0,Feminino,2022,0,Escola Pública,Pública,Ágata,6.996,5.0,6.3,9.3,8.5,6.9,,6.722,5.5,7.2,,2.0,-1,Moderada,1,0.0,3.0,False,0,0,10.0,7.8768,7.4,9.1,Ametista,2.0,0,0,0,0.0
RA-633,2022,1.0,P,11.0,Feminino,2020,2,Escola Pública,Pública,Ametista,7.476,5.0,7.7,8.9,7.3,7.5,,7.833,6.8,8.5,,2.0,-1,Moderada,1,0.0,3.0,False,0,-1,5.0,6.6552,7.2,8.1,Ágata,2.0,1,0,1,1.0
RA-636,2022,1.0,P,10.0,Masculino,2022,0,Escola Pública,Pública,Ametista,7.189,5.0,7.3,8.0,8.5,6.9,,7.389,7.3,7.3,,2.0,-1,Moderada,1,0.0,3.0,False,0,-1,5.0,6.836666667,9.0,8.3,Ágata,1.0,1,0,1,1.0
RA-637,2022,1.0,P,10.0,Feminino,2021,1,Escola Pública,Pública,Ametista,7.039,5.0,5.8,9.0,8.5,7.5,,7.0,4.8,6.8,,2.0,-1,Moderada,1,0.0,3.0,False,0,-1,5.0,8.109533333,8.5,9.5,Topázio,1.0,1,0,1,0.0
RA-638,2022,1.0,P,9.0,Feminino,2020,2,Escola Pública,Pública,Ametista,7.059,10.0,3.9,9.3,8.5,7.5,,6.278,2.0,5.8,,1.0,0,Em fase,0,0.0,3.0,False,0,-1,5.0,7.754866667,6.5,9.4,Ametista,1.0,1,1,1,0.0
RA-639,2022,1.0,P,10.0,Feminino,2021,1,Escola Pública,Pública,Ágata,6.613,5.0,5.5,7.4,8.5,7.5,,6.611,3.2,7.8,,2.0,-1,Moderada,1,0.0,3.0,False,0,0,10.0,7.5853,6.3,8.1,Ametista,2.0,0,0,0,0.0
RA-640,2022,1.0,P,11.0,Feminino,2022,0,Escola Pública,Pública,Ágata,6.73,5.0,4.8,8.4,9.0,7.5,,6.778,2.5,7.0,,2.0,-1,Moderada,1,0.0,3.0,False,0,-2,5.0,6.1105,4.9,7.3,Ágata,1.0,1,1,1,1.0
RA-642,2022,1.0,P,10.0,Feminino,2021,1,Escola Pública,Pública,Ametista,7.75,5.0,7.3,9.7,10.0,6.9,,7.778,7.0,7.7,,2.0,-1,Moderada,1,0.0,3.0,False,0,0,10.0,8.416866667,6.5,9.2,Topázio,2.0,0,0,0,0.0
RA-643,2022,1.0,P,10.0,Masculino,2022,0,Escola Pública,Pública,Ágata,6.763,5.0,6.2,8.0,9.0,7.5,,6.722,6.3,6.0,,2.0,-1,Moderada,1,0.0,3.0,False,0,-1,5.0,7.389033333,7.1,8.2,Ametista,1.0,1,0,1,0.0
RA-644,2022,1.0,P,11.0,Feminino,2021,1,Escola Pública,Pública,Ametista,7.83,5.0,8.8,8.0,9.5,7.5,,8.278,9.7,8.0,,2.0,-1,Moderada,1,0.0,3.0,False,0,-1,5.0,6.897033333,5.9,5.6,Ágata,2.0,1,0,1,1.0
RA-645,2022,1.0,P,10.0,Feminino,2022,0,Escola Pública,Pública,Ágata,6.086,5.0,2.0,8.1,8.5,7.5,,6.833,4.0,0.0,,2.0,-1,Moderada,1,0.0,3.0,False,0,-1,5.0,7.613033333,7.3,8.5,Ametista,1.0,1,0,1,0.0
RA-646,2022,1.0,R,13.0,Masculino,2019,3,Escola Pública,Pública,Topázio,8.181,5.0,8.4,9.8,8.5,8.1,,8.389,8.8,8.0,,3.0,-2,Moderada,1,1.0,3.0,False,0,-1,5.0,8.3547,8.4,8.9,Topázio,2.0,1,0,1,0.0
RA-647,2022,1.0,R,10.0,Masculino,2022,0,Escola Pública,Pública,Ágata,6.606,5.0,3.3,8.6,9.5,7.5,,7.278,1.5,5.2,,2.0,-1,Moderada,1,0.0,3.0,False,0,-1,5.0,7.100566667,5.2,8.7,Ametista,1.0,1,0,1,0.0
RA-649,2022,1.0,R,12.0,Feminino,2019,3,Escola Pública,Pública,Ametista,7.302,5.0,7.4,8.9,8.5,5.6,,7.611,6.3,8.5,,3.0,-2,Moderada,1,0.0,3.0,False,0,-1,5.0,7.579533333,6.5,9.3,Ametista,2.0,1,0,1,0.0
RA-651,2022,1.0,R,10.0,Feminino,2022,0,Escola Pública,Pública,Ametista,7.866,5.0,7.8,9.3,8.5,7.5,,8.333,7.7,7.8,,2.0,-1,Moderada,1,0.0,3.0,False,0,0,10.0,7.332,9.3,8.2,Ametista,2.0,0,0,0,1.0
RA-652,2022,1.0,R,9.0,Feminino,2022,0,Escola Pública,Pública,Topázio,8.151,10.0,7.8,9.6,8.0,7.5,,7.5,7.0,8.5,,1.0,0,Em fase,0,0.0,3.0,False,0,-1,5.0,7.871033333,7.0,9.4,Ametista,1.0,1,1,1,1.0
RA-653,2022,1.0,R,11.0,Feminino,2022,0,Escola Pública,Pública,Topázio,8.101,5.0,9.3,9.6,9.5,7.5,,7.5,9.5,9.0,,2.0,-1,Moderada,1,0.0,3.0,False,0,-1,5.0,7.385666667,7.9,9.8,Ametista,2.0,1,0,1,1.0
RA-655,2022,1.0,R,12.0,Feminino,2019,3,Escola Pública,Pública,Ametista,7.785,5.0,8.3,9.2,7.5,7.5,,8.389,8.3,8.2,,3.0,-2,Moderada,1,1.0,3.0,False,0,-1,5.0,8.3198,8.3,9.9,Topázio,2.0,1,0,1,0.0
RA-656,2022,1.0,R,11.0,Feminino,2020,2,Escola Pública,Pública,Ágata,6.652,5.0,6.3,7.5,7.4,5.6,,7.5,5.0,7.5,,2.0,-1,Moderada,1,0.0,3.0,False,0,-1,5.0,6.780833333,7.3,8.9,Ágata,2.0,1,0,1,0.0
RA-657,2022,1.0,R,12.0,Feminino,2021,1,Escola Pública,Pública,Topázio,8.093,5.0,9.0,9.8,9.5,7.5,,7.5,9.0,9.0,,3.0,-2,Moderada,1,0.0,3.0,False,0,-1,5.0,8.3532,8.2,10.0,Topázio,2.0,1,0,1,0.0
RA-658,2022,1.0,U,10.0,Feminino,2022,0,Escola Pública,Pública,Ametista,7.407,5.0,5.6,9.3,10.0,7.5,,7.917,4.7,6.5,,2.0,-1,Moderada,1,0.0,2.0,False,0,0,10.0,8.438533333,6.1,9.5,Topázio,2.0,0,0,0,0.0
RA-661,2022,1.0,U,11.0,Masculino,2022,0,Escola Pública,Pública,Ametista,7.593,5.0,7.8,8.3,9.0,7.5,,7.917,8.3,7.3,,2.0,-1,Moderada,1,0.0,2.0,False,0,0,10.0,6.846333333,6.5,7.7,Ágata,2.0,0,0,0,1.0
RA-662,2022,1.0,U,11.0,Feminino,2022,0,Escola Pública,Pública,Ametista,7.044,5.0,6.8,8.8,9.0,7.5,,6.083,5.7,7.8,,2.0,-1,Moderada,1,0.0,2.0,False,0,-1,5.0,6.733566667,6.7,7.6,Ágata,2.0,1,0,1,1.0
RA-663,2022,1.0,U,10.0,Masculino,2022,0,Escola Pública,Pública,Ágata,6.376,5.0,5.8,8.7,6.9,7.5,,5.25,5.0,6.5,,2.0,-1,Moderada,1,0.0,2.0,False,0,-1,5.0,6.969133333,7.0,7.4,Ágata,1.0,1,0,1,0.0
RA-664,2022,1.0,U,10.0,Feminino,2022,0,Escola Pública,Pública,Ametista,7.277,5.0,6.3,8.8,9.5,7.5,,7.167,5.0,7.5,,2.0,-1,Moderada,1,0.0,2.0,False,0,-1,5.0,8.0872,8.0,9.6,Topázio,1.0,1,0,1,0.0
RA-665,2022,1.0,U,11.0,Feminino,2022,0,Escola Pública,Pública,Ágata,6.996,5.0,6.8,7.4,9.0,7.5,,7.25,6.5,7.0,,2.0,-1,Moderada,1,0.0,2.0,False,0,-1,5.0,6.185658333,5.2,4.9,Ágata,1.0,1,0,1,1.0
RA-666,2022,1.0,U,10.0,Masculino,2022,0,Escola Pública,Pública,Ametista,7.929,5.0,7.8,9.1,9.5,7.5,,8.833,8.0,7.5,,2.0,-1,Moderada,1,1.0,2.0,False,0,0,10.0,8.720366667,7.1,9.1,Topázio,2.0,0,0,0,0.0
RA-667,2022,1.0,U,11.0,Masculino,2021,1,Escola Pública,Pública,Quartzo,5.844,5.0,4.5,5.6,8.5,7.5,,5.833,3.7,5.3,,2.0,-1,Moderada,1,0.0,2.0,False,0,-1,5.0,6.774866667,5.2,6.9,Ágata,2.0,1,0,1,0.0
RA-668,2022,1.0,U,11.0,Masculino,2022,0,Escola Pública,Pública,Quartzo,4.365,5.0,2.8,3.3,6.9,7.5,,3.75,2.8,2.8,,2.0,-1,Moderada,1,0.0,2.0,False,0,-1,5.0,6.017933333,3.4,6.3,Ágata,2.0,1,0,1,0.0
