RA,ANO,FASE,TURMA,IDADE,GENERO,ANO_INGRESSO,ANOS_NA_PM,INSTITUICAO,INSTITUICAO_GRUPO,PEDRA,INDE,IAN,IDA,IEG,IAA,IPS,IPP,IPV,MAT,POR,ING,FASE_IDEAL,DEFASAGEM,CLASSE_DEFASAGEM,EM_DEFASAGEM,PONTO_VIRADA,N_AVALIACOES,SEM_AVALIACAO,IAA_ZERADO
RA-1117,2024,3.0,3K,12.0,Feminino,2023,1,Pública,Pública,Ametista,7.601562962866668,10.0,5.666666666666667,8.314814814666667,8.751,7.51,8.125,6.833333333,5.0,5.0,7.0,2.0,1,Em fase,0,,3.0,False,0
RA-1539,2024,3.0,3K,13.0,Feminino,2024,0,Pública,Pública,Ametista,7.709588888900001,10.0,6.833333333333333,9.027777777666666,6.667,6.885,7.708333333,7.056666667,6.0,7.0,7.5,3.0,0,Em fase,0,,3.0,False,0
RA-618,2024,3.0,3K,15.0,Masculino,2021,3,Pública,Pública,Ágata,6.718348148233334,5.0,4.166666666666667,8.324074074,10.002,6.88,6.666666667,6.826666667,5.0,4.5,3.0,5.0,-2,Moderada,1,,3.0,False,0
RA-669,2024,3.0,3K,12.0,Masculino,2022,2,Pública,Pública,Ágata,6.6438703703,10.0,5.333333333333333,4.851851851666666,7.5,7.51,7.291666667,6.883333333,5.0,6.0,5.0,3.0,0,Em fase,0,,3.0,False,0
RA-408,2024,3.0,3K,14.0,Feminino,2022,2,Pública,Pública,Ágata,6.5276296297,10.0,4.833333333333333,4.981481481666667,7.5,7.51,7.083333333,6.776666667,3.0,5.5,6.0,3.0,0,Em fase,0,,3.0,False,0
RA-610,2024,3.0,3K,11.0,Feminino,2022,2,Pública,Pública,Ametista,7.894888888933334,10.0,6.333333333333333,9.694444444333334,9.585,3.76,6.875,8.336666667,8.0,5.0,6.0,2.0,1,Em fase,0,,3.0,False,0
RA-409,2024,3.0,3K,13.0,Feminino,2022,2,Pública,Pública,Topázio,8.225462962900002,10.0,7.166666666666667,9.231481481333333,9.585,7.51,7.916666667,7.223333333,7.0,7.5,7.0,3.0,0,Em fase,0,,3.0,False,0
RA-464,2024,3.0,3L,15.0,Feminino,2022,2,Pública,Pública,Ágata,6.872009064333334,5.0,4.333333333333333,7.851461988333334,9.168,8.76,7.1875,7.1175,3.0,3.5,6.5,4.0,-1,Moderada,1,,4.0,False,0
RA-1165,2024,3.0,3L,13.0,Feminino,2023,1,Pública,Pública,Ametista,7.908044272466667,10.0,8.0,6.829721362333333,8.751,8.135,6.875,7.83,9.0,7.5,7.5,3.0,0,Em fase,0,,4.0,False,0
RA-466,2024,3.0,3L,15.0,Masculino,2022,2,Pública,Pública,Ágata,6.778749122800001,5.0,4.0,7.223245614,8.751,8.76,7.5,7.665,3.0,6.5,2.5,4.0,-1,Moderada,1,,4.0,False,0
RA-414,2024,3.0,3L,14.0,Feminino,2021,3,Pública,Pública,Ametista,7.187625925933334,10.0,6.0,8.429629629666666,7.917,7.51,6.25,5.67,9.0,3.0,6.0,3.0,0,Em fase,0,,4.0,False,0
RA-401,2024,3.0,3L,14.0,Feminino,2021,3,Pública,Pública,Ágata,6.728911403533334,10.0,4.833333333333333,6.839473684333334,6.666,6.885,6.5625,6.915,7.0,5.0,2.5,3.0,0,Em fase,0,,4.0,False,0
RA-1141,2024,3.0,3L,13.0,Feminino,2023,1,Pública,Pública,Ágata,6.793890866866667,10.0,4.166666666666667,6.191537667666666,9.585,7.51,6.5625,6.7825,5.0,4.5,3.0,3.0,0,Em fase,0,,4.0,False,0
RA-592,2024,3.0,3L,12.0,Feminino,2021,3,Privada,Privada/Bolsa,Ametista,7.121622213600001,10.0,7.833333333333333,6.108152734666667,7.917,2.51,7.65625,7.625,7.0,8.0,8.5,2.0,1,Em fase,0,,4.0,False,0
RA-474,2024,3.0,3L,15.0,Masculino,2021,3,Pública,Pública,Ágata,6.024753703733333,5.0,3.0,5.818518518666667,9.168,7.51,7.1875,6.8725,4.0,3.0,2.0,4.0,-1,Moderada,1,,4.0,False,0
RA-602,2024,3.0,3L,13.0,Masculino,2021,3,Pública,Pública,Topázio,8.647409313733334,10.0,7.333333333333333,9.670588235333334,9.585,7.51,8.28125,8.545,9.0,5.0,8.0,3.0,0,Em fase,0,,4.0,False,0
RA-666,2024,3.0,3L,12.0,Masculino,2022,2,Pública,Pública,Topázio,8.185838802933334,10.0,7.166666666666667,7.881527348,10.002,7.51,7.5,8.375,10.0,5.5,6.0,3.0,0,Em fase,0,,4.0,False,0
RA-604,2024,3.0,3L,12.0,Feminino,2021,3,Pública,Pública,Ametista,7.429623555266667,10.0,7.0,7.5029927763333335,8.334,8.13,6.40625,6.21,8.0,5.5,7.5,2.0,1,Em fase,0,,4.0,False,0
RA-476,2024,3.0,3L,14.0,Feminino,2021,3,Pública,Pública,Ágata,6.7359982456,10.0,4.5,6.5964912280000005,7.917,7.51,6.25,6.745,7.0,4.0,2.5,3.0,0,Em fase,0,,4.0,False,0
RA-423,2024,3.0,3L,14.0,Feminino,2022,2,Pública,Pública,Ágata,6.616193704866666,10.0,4.333333333333333,6.501135191,5.833,8.13,6.875,6.8275,6.0,3.5,3.5,3.0,0,Em fase,0,,4.0,False,0
RA-631,2024,3.0,3L,14.0,Masculino,2022,2,Pública,Pública,Ágata,6.795673420466667,10.0,4.166666666666667,7.2122004356666665,8.334,8.75,5.625,6.245,7.0,3.5,2.0,3.0,0,Em fase,0,,4.0,False,0
RA-658,2024,3.0,3M,12.0,Feminino,2022,2,Pública,Pública,Ametista,7.507033333333333,10.0,3.6666666666666665,10.0,8.751,8.135,7.375,6.738,5.5,2.5,3.0,2.0,1,Em fase,0,,5.0,False,0
RA-1540,2024,3.0,3M,14.0,Feminino,2024,0,Pública,Pública,Quartzo,5.696233333333334,5.0,2.6666666666666665,5.0,8.334,7.51,7.125,6.83,2.0,2.0,4.0,4.0,-1,Moderada,1,,5.0,False,0
RA-1541,2024,3.0,3M,13.0,Masculino,2024,0,Pública,Pública,Topázio,8.337,10.0,8.166666666666666,8.633333333333333,9.168,6.88,8.25,7.736,9.0,7.0,8.5,3.0,0,Em fase,0,,5.0,False,0
RA-1114,2024,3.0,3M,12.0,Feminino,2023,1,Pública,Pública,Ametista,7.437466666666667,10.0,5.0,9.533333333333333,8.751,2.51,8.375,7.836,5.0,3.0,7.0,3.0,0,Em fase,0,,5.0,False,0
RA-662,2024,3.0,3M,13.0,Feminino,2022,2,Pública,Pública,Ametista,7.1074778554666675,10.0,4.166666666666667,7.6107226106666666,7.917,7.51,7.625,7.234,4.5,5.0,3.0,3.0,0,Em fase,0,,5.0,False,0
RA-760,2024,3.0,3M,13.0,Masculino,2021,3,Pública,Pública,Ágata,6.942581818200001,10.0,5.0,7.090909091,9.168,7.51,6.25,6.158,2.5,3.5,9.0,3.0,0,Em fase,0,,5.0,False,0
RA-1542,2024,3.0,3M,16.0,Feminino,2024,0,Pública,Pública,Ágata,6.0886079922,5.0,3.1666666666666665,6.304873294333333,7.501,8.135,7.375,6.966,1.0,3.5,5.0,5.0,-2,Moderada,1,,5.0,False,0
RA-404,2024,3.0,3M,14.0,Feminino,2021,3,Pública,Pública,Ágata,6.624588235266668,10.0,5.666666666666667,6.286274509666666,8.334,2.51,7.5,6.998,6.0,5.0,6.0,3.0,0,Em fase,0,,5.0,False,0
RA-1119,2024,3.0,3M,14.0,Feminino,2023,1,Pública,Pública,Ametista,7.388266666666667,5.0,5.666666666666667,8.716666666666667,9.585,7.51,7.625,7.698,6.0,3.5,7.5,4.0,-1,Moderada,1,,5.0,False,0
RA-1116,2024,3.0,3M,15.0,Masculino,2023,1,Pública,Pública,Quartzo,3.7894777778,5.0,2.3333333333333335,3.3555555556666667,,6.26,5.125,5.066,1.0,3.0,3.0,4.0,-1,Moderada,1,,5.0,False,1
RA-667,2024,3.0,3M,13.0,Masculino,2021,3,Pública,Pública,Ametista,7.177130604266668,10.0,4.666666666666667,7.038986354666666,9.168,7.51,7.75,6.966,5.5,4.5,4.0,3.0,0,Em fase,0,,5.0,False,0
RA-605,2024,3.0,3M,13.0,Feminino,2021,3,Pública,Pública,Ágata,6.0175222222,10.0,2.6666666666666665,6.194444444333333,7.5,6.885,7.0,5.534,1.5,3.5,3.0,3.0,0,Em fase,0,,5.0,False,0
RA-1543,2024,3.0,3M,14.0,Masculino,2024,0,Pública,Pública,Ágata,6.754584615400001,5.0,5.0,8.076923077,7.5,7.51,7.25,7.066,6.0,4.0,,4.0,-1,Moderada,1,,5.0,False,0
RA-1118,2024,3.0,3M,14.0,Feminino,2023,1,Pública,Pública,Ametista,7.0305545924,10.0,3.8333333333333335,7.846439628666666,7.084,9.38,6.75,6.866,3.0,4.5,4.0,3.0,0,Em fase,0,,5.0,False,0
RA-1544,2024,3.0,3M,14.0,Feminino,2024,0,Pública,Pública,Ágata,6.905568627466667,5.0,5.833333333333333,8.674509804,8.334,6.885,6.625,6.598,5.5,5.5,6.5,4.0,-1,Moderada,1,,5.0,False,0
RA-1545,2024,3.0,3N,12.0,Feminino,2024,0,Pública,Pública,Ametista,7.296598575533334,10.0,8.166666666666666,6.210826211,7.501,8.13,6.25,6.165,8.0,6.5,10.0,3.0,0,Em fase,0,,2.0,False,0
RA-1127,2024,3.0,3N,12.0,Feminino,2023,1,Pública,Pública,Topázio,8.180966666666668,10.0,5.833333333333333,10.0,9.168,7.51,8.125,7.67,8.5,4.5,4.5,3.0,0,Em fase,0,,2.0,False,0
RA-1129,2024,3.0,3N,12.0,Masculino,2023,1,Pública,Pública,Ametista,7.360417647066668,10.0,6.833333333333333,7.137254902,9.168,8.13,6.875,5.745,9.0,5.5,6.0,3.0,0,Em fase,0,,2.0,False,0
RA-1546,2024,3.0,3N,14.0,Masculino,2024,0,Pública,Pública,Ágata,6.900662108266667,10.0,4.666666666666667,6.374643874666667,8.334,8.75,7.5,6.17,5.0,3.0,6.0,3.0,0,Em fase,0,,2.0,False,0
RA-1130,2024,3.0,3N,12.0,Masculino,2023,1,Pública,Pública,Ágata,6.563952941199999,10.0,4.333333333333333,6.278431372666667,8.751,8.13,6.875,5.33,7.5,3.5,2.0,3.0,0,Em fase,0,,2.0,False,0
RA-1168,2024,3.0,3N,14.0,Feminino,2023,1,Pública,Pública,Ágata,6.864053921600001,5.0,5.666666666666667,7.682352941333334,9.585,7.51,7.1875,6.33,8.5,3.5,5.0,4.0,-1,Moderada,1,,2.0,False,0
RA-613,2024,3.0,3N,15.0,Masculino,2021,3,Pública,Pública,Ametista,7.4019,5.0,7.333333333333333,9.566666666666666,8.334,7.51,6.875,6.25,8.0,6.0,8.0,4.0,-1,Moderada,1,,2.0,False,0
RA-433,2024,3.0,3N,14.0,Masculino,2022,2,Pública,Pública,Ametista,7.218157142866668,10.0,4.833333333333333,8.380952381,7.918,8.13,6.875,6.415,6.5,4.0,4.0,3.0,0,Em fase,0,,2.0,False,0
RA-1547,2024,3.0,3N,14.0,Feminino,2024,0,Pública,Pública,Ágata,6.748480626800001,5.0,6.666666666666667,6.467236467333334,7.917,8.13,7.5,6.335,9.5,6.0,4.5,4.0,-1,Moderada,1,,2.0,False,0
RA-1548,2024,3.0,3N,13.0,Feminino,2024,0,Pública,Pública,Ágata,6.482499715066667,10.0,4.833333333333333,5.2421652420000004,8.334,7.51,7.5,5.665,9.0,4.5,1.0,3.0,0,Em fase,0,,2.0,False,0
RA-304,2024,3.0,3N,16.0,Masculino,2021,3,Pública,Pública,Ágata,6.852411484600001,2.5,7.166666666666667,7.826890756333333,10.002,7.51,6.875,5.825,9.0,5.5,7.0,6.0,-3,Severa,1,,2.0,False,0
RA-1549,2024,3.0,3N,15.0,Masculino,2024,0,Pública,Pública,Ágata,6.514862200466668,5.0,4.166666666666667,7.441394335666668,9.585,7.51,7.1875,6.325,5.5,3.0,4.0,5.0,-2,Moderada,1,,2.0,False,0
RA-632,2024,3.0,3P,12.0,Feminino,2022,2,Pública,Pública,Ametista,7.515491249000001,10.0,4.166666666666667,8.999164578333334,7.917,6.875,8.28125,7.875,0.0,6.0,6.5,3.0,0,Em fase,0,,4.0,False,0
RA-633,2024,3.0,3P,13.0,Feminino,2021,3,Pública,Pública,Quartzo,5.228470175466667,10.0,3.3333333333333335,4.707017544,4.584,2.51,6.875,6.1175,4.0,6.0,0.0,3.0,0,Em fase,0,,4.0,False,0
RA-1137,2024,3.0,3P,11.0,Feminino,2023,1,Pública,Pública,Ametista,7.1837526524666675,10.0,3.5,7.588638262333333,8.334,8.13,8.28125,7.4575,1.0,4.5,5.0,2.0,1,Em fase,0,,4.0,False,0
RA-646,2024,3.0,3P,14.0,Masculino,2021,3,Pública,Pública,Ametista,7.715491666666668,5.0,6.166666666666667,9.266666666666667,10.002,7.51,8.28125,7.7475,9.0,4.5,5.0,4.0,-1,Moderada,1,,4.0,False,0
RA-1550,2024,3.0,3P,15.0,Masculino,2024,0,Pública,Pública,Ágata,6.064236111066667,5.0,4.333333333333333,5.222222222,9.585,7.51,7.03125,6.2025,5.0,3.0,5.0,4.0,-1,Moderada,1,,4.0,False,0
RA-1139,2024,3.0,3P,12.0,Masculino,2023,1,Pública,Pública,Ágata,6.906276357600001,10.0,4.666666666666667,6.152715121333333,8.334,7.51,7.5,7.04,5.0,3.0,6.0,2.0,1,Em fase,0,,4.0,False,0
RA-444,2024,3.0,3P,14.0,Masculino,2021,3,Pública,Pública,Quartzo,5.410188638266668,5.0,3.6666666666666665,6.377276524666667,8.334,2.51,6.25,5.96,2.0,5.0,4.0,4.0,-1,Moderada,1,,4.0,False,0
RA-445,2024,3.0,3P,14.0,Masculino,2022,2,Pública,Pública,Ametista,7.3416246032,10.0,4.0,8.715873016,7.917,7.51,7.8125,7.3725,3.0,6.0,3.0,3.0,0,Em fase,0,,4.0,False,0
RA-639,2024,3.0,3P,12.0,Feminino,2021,3,Pública,Pública,Quartzo,5.7693807644,10.0,3.8333333333333335,5.278195488666667,7.917,2.51,6.71875,6.1625,1.0,4.5,6.0,3.0,0,Em fase,0,,4.0,False,0
RA-1142,2024,3.0,3P,12.0,Feminino,2023,1,Pública,Pública,Topázio,8.390566666666668,10.0,8.5,9.133333333333333,8.334,7.51,8.125,7.335,10.0,8.0,7.5,3.0,0,Em fase,0,,4.0,False,0
RA-1551,2024,3.0,3P,15.0,Masculino,2024,0,Pública,Pública,Quartzo,5.9717087542,5.0,3.5,4.7710437709999995,9.585,7.51,7.5,6.79,1.0,5.5,4.0,5.0,-2,Moderada,1,,4.0,False,0
RA-458,2024,3.0,3P,15.0,Masculino,2021,3,Pública,Pública,Quartzo,5.680161507933333,5.0,4.0,3.7396825396666666,8.751,6.88,7.03125,6.83,3.0,4.0,5.0,4.0,-1,Moderada,1,,4.0,False,0
RA-1552,2024,3.0,3P,13.0,Masculino,2024,0,Pública,Pública,Ametista,7.443301282066667,10.0,3.1666666666666665,9.743589743666666,9.585,7.51,7.1875,7.165,1.0,4.5,4.0,3.0,0,Em fase,0,,4.0,False,0
RA-1170,2024,3.0,3P,15.0,Masculino,2023,1,Pública,Pública,Ágata,6.095440873,5.0,3.5,5.565079365,9.168,8.13,7.03125,6.7475,1.0,2.5,7.0,5.0,-2,Moderada,1,,4.0,False,0
RA-642,2024,3.0,3P,12.0,Feminino,2021,3,Pública,Pública,Ametista,7.082591269866667,10.0,4.0,9.149206349333333,9.585,3.76,7.1875,6.9975,2.0,5.0,5.0,3.0,0,Em fase,0,,4.0,False,0
RA-1553,2024,3.0,3R,13.0,Masculino,2024,0,Pública,Pública,Ametista,7.641184313700001,10.0,4.333333333333333,9.003921568666668,8.334,7.51,8.333333333,7.78,6.0,5.0,2.0,3.0,0,Em fase,0,,3.0,False,0
RA-1554,2024,3.0,3R,15.0,Masculino,2024,0,Pública,Pública,Ágata,6.941692592633334,5.0,4.0,9.629629629666667,6.666,8.76,7.291666667,7.22,3.0,,5.0,5.0,-2,Moderada,1,,3.0,False,0
RA-649,2024,3.0,3R,14.0,Feminino,2021,3,Pública,Pública,Ágata,6.985329691766667,10.0,3.6666666666666665,6.004481792666667,8.751,8.76,8.333333333,7.333333333,5.5,4.0,1.5,3.0,0,Em fase,0,,3.0,False,0
RA-1136,2024,3.0,3R,14.0,Feminino,2023,1,Pública,Pública,Quartzo,5.458179831866667,5.0,1.6666666666666667,4.547899159666667,8.751,8.135,7.5,6.383333333,1.0,2.0,2.0,4.0,-1,Moderada,1,,3.0,False,0
RA-653,2024,3.0,3R,13.0,Feminino,2022,2,Pública,Pública,Topázio,8.103217647033333,10.0,5.166666666666667,9.537254901999999,8.751,8.76,8.333333333,7.89,6.5,4.5,4.5,3.0,0,Em fase,0,,3.0,False,0
RA-456,2024,3.0,3R,13.0,Feminino,2022,2,Pública,Pública,Topázio,8.331124561366668,10.0,6.5,9.382456140333334,7.083,7.51,9.166666667,8.893333333,9.0,6.0,4.5,3.0,0,Em fase,0,,3.0,False,0
RA-655,2024,3.0,3R,14.0,Feminino,2021,3,Pública,Pública,Topázio,8.238600000066668,10.0,6.833333333333333,10.0,7.501,8.76,8.125,7.166666667,8.0,4.0,8.5,3.0,0,Em fase,0,,3.0,False,0
RA-656,2024,3.0,3R,13.0,Feminino,2021,3,Pública,Pública,Ágata,6.668152941266667,10.0,4.166666666666667,5.978431372666667,9.168,7.51,7.5,6.106666667,5.0,3.5,4.0,3.0,0,Em fase,0,,3.0,False,0
RA-657,2024,3.0,3R,13.0,Feminino,2021,3,Pública,Pública,Topázio,8.207433333400001,10.0,7.5,9.6,8.751,6.885,8.125,7.056666667,8.0,4.5,10.0,3.0,0,Em fase,0,,3.0,False,0
RA-1555,2024,3.0,3R,13.0,Masculino,2024,0,Pública,Pública,Ametista,7.4827333334,10.0,3.0,10.0,8.334,6.255,8.125,8.056666667,9.0,0.0,0.0,3.0,0,Em fase,0,,3.0,False,0
RA-461,2024,3.0,3R,13.0,Feminino,2021,3,Pública,Pública,Ametista,7.5447559291,10.0,4.5,9.182446312,8.751,7.51,7.708333333,7.056666667,3.0,4.5,6.0,3.0,0,Em fase,0,,3.0,False,0
RA-398,2024,3.0,3U,12.0,Feminino,2022,2,Pública,Pública,Ametista,7.2457999999666685,10.0,8.0,5.733333333333333,7.083,7.51,7.291666667,6.553333333,8.5,7.5,8.0,3.0,0,Em fase,0,,3.0,False,0
RA-586,2024,3.0,3U,11.0,Feminino,2021,3,Privada - Programa de Apadrinhamento,Privada/Bolsa,Topázio,8.702387301666668,10.0,8.5,9.241269841333333,9.168,7.51,8.75,8.056666667,7.5,8.0,10.0,2.0,1,Em fase,0,,3.0,False,0
RA-623,2024,3.0,3U,15.0,Masculino,2022,2,Pública,Pública,Ágata,6.357733333300001,5.0,4.0,7.3999999999999995,8.334,6.885,6.458333333,7.05,3.5,2.5,6.0,4.0,-1,Moderada,1,,3.0,False,0
RA-588,2024,3.0,3U,11.0,Feminino,2021,3,Privada - Programa de Apadrinhamento,Privada/Bolsa,Topázio,8.676133333333334,10.0,7.833333333333333,9.833333333333334,9.168,7.51,8.75,8.0,8.5,8.0,7.0,2.0,1,Em fase,0,,3.0,False,0
RA-626,2024,3.0,3U,13.0,Masculino,2021,3,Pública,Pública,Ágata,6.407590225500001,10.0,5.333333333333333,3.380451127666667,9.585,6.885,7.291666667,6.443333333,5.5,3.5,7.0,3.0,0,Em fase,0,,3.0,False,0
RA-1556,2024,3.0,3U,14.0,Masculino,2024,0,Pública,Pública,Ágata,6.666811111166668,10.0,4.0,5.222222222333333,7.917,7.51,7.916666667,7.44,3.5,,4.5,3.0,0,Em fase,0,,3.0,False,0
RA-455,2024,3.0,3U,14.0,Feminino,2022,2,Pública,Pública,Ametista,7.098988888900001,10.0,4.5,6.111111111,8.751,8.13,8.333333333,7.276666667,3.0,6.5,4.0,3.0,0,Em fase,0,,3.0,False,0
RA-614,2024,3.0,3U,14.0,Masculino,2021,3,Pública,Pública,Ametista,7.8284999999666685,5.0,6.833333333333333,9.700000000000001,9.585,7.51,7.916666667,7.603333333,8.0,4.5,8.0,4.0,-1,Moderada,1,,3.0,False,0
RA-434,2024,3.0,3U,13.0,Masculino,2022,2,Pública,Pública,Ágata,6.610947619100001,10.0,5.5,5.061904762,7.084,7.51,7.291666667,6.55,5.5,5.5,5.5,3.0,0,Em fase,0,,3.0,False,0
RA-603,2024,3.0,3U,12.0,Masculino,2022,2,Pública,Pública,Ágata,6.942277777866667,10.0,4.666666666666667,7.155555555666666,9.585,6.885,6.875,6.216666667,4.5,5.5,4.0,3.0,0,Em fase,0,,3.0,False,0
RA-1133,2024,3.0,3U,11.0,Feminino,2023,1,Pública,Pública,Topázio,8.238553968266668,10.0,4.5,9.841269841333334,9.168,8.75,8.125,8.83,5.0,3.5,5.0,2.0,1,Em fase,0,,4.0,False,0
RA-616,2024,3.0,3U,14.0,Masculino,2021,3,Pública,Pública,Quartzo,5.457877193033333,10.0,3.8333333333333335,3.087719298333333,7.5,6.885,6.458333333,4.946666667,3.0,3.5,5.0,3.0,0,Em fase,0,,3.0,False,0
RA-1134,2024,3.0,3U,12.0,Masculino,2023,1,Pública,Pública,Ametista,7.7564571427,10.0,6.0,8.914285714,8.751,7.51,7.708333333,6.883333333,6.0,5.5,6.5,3.0,0,Em fase,0,,3.0,False,0
RA-1557,2024,3.0,3U,14.0,Feminino,2024,0,Pública,Pública,Topázio,8.228500000033334,10.0,7.0,8.916666666666666,9.585,7.51,7.916666667,7.72,6.0,,8.0,3.0,0,Em fase,0,,3.0,False,0
RA-670,2024,3.0,3U,12.0,Feminino,2022,2,Privada - Programa de Apadrinhamento,Privada/Bolsa,Topázio,8.8602539683,10.0,8.666666666666666,9.441269841333334,9.585,7.51,8.958333333,8.166666667,9.0,7.0,10.0,2.0,1,Em fase,0,,3.0,False,0
RA-620,2024,3.0,3U,14.0,Masculino,2021,3,Pública,Pública,Quartzo,5.766892063566667,10.0,2.5,3.9841269843333333,8.334,7.51,7.083333333,5.886666667,3.5,2.5,1.5,3.0,0,Em fase,0,,3.0,False,0
RA-1149,2024,4.0,4A,15.0,Feminino,2023,1,Pública,Pública,Topázio,8.1371,5.0,6.0,10.0,8.334,10.0,8.625,8.706,2.0,6.0,10.0,5.0,-1,Moderada,1,,5.0,False,0
RA-1558,2024,4.0,4A,16.0,Masculino,2024,0,Pública,Pública,Ametista,7.643772047733333,5.0,5.5,8.705360238666666,9.168,8.755,8.5,8.302,5.0,5.5,6.0,5.0,-1,Moderada,1,,5.0,False,0
RA-326,2024,4.0,4A,14.0,Feminino,2022,2,Privada,Privada/Bolsa,Topázio,8.832389092333335,10.0,9.333333333333334,8.973112128333334,9.168,6.26,8.875,8.704,10.0,9.0,9.0,3.0,1,Em fase,0,,5.0,False,0
RA-339,2024,4.0,4A,13.0,Feminino,2021,3,Pública,Pública,Ametista,7.711540746133334,10.0,8.166666666666666,7.155537064000001,7.5,5.635,8.0,7.668,8.0,7.0,9.5,3.0,1,Em fase,0,,5.0,False,0
RA-179,2024,4.0,4A,13.0,Masculino,2022,2,Privada,Privada/Bolsa,Topázio,8.932712280733334,10.0,8.166666666666666,9.407894737,9.168,9.38,8.75,8.44,7.0,8.0,9.5,3.0,1,Em fase,0,,5.0,False,0
RA-1559,2024,4.0,4A,15.0,Feminino,2024,0,Pública,Pública,Ágata,6.330428437666668,5.0,4.666666666666667,5.2929755216666665,7.917,6.885,8.375,7.604,8.0,0.0,6.0,5.0,-1,Moderada,1,,5.0,False,0
RA-332,2024,4.0,4A,15.0,Masculino,2021,3,Privada - Programa de Apadrinhamento,Privada/Bolsa,Topázio,8.421271701,10.0,7.0,7.605358505000001,9.585,9.38,8.625,8.706,7.0,7.0,7.0,3.0,1,Em fase,0,,5.0,False,0
RA-1560,2024,4.0,4A,14.0,Feminino,2024,0,Privada,Privada/Bolsa,Topázio,8.4721031746,10.0,8.166666666666666,9.206349206333334,9.168,5.635,8.5,8.336,6.0,8.5,10.0,3.0,1,Em fase,0,,5.0,False,0
RA-1153,2024,4.0,4A,15.0,Feminino,2021,3,Privada - Programa de Apadrinhamento,Privada/Bolsa,Topázio,8.268876190466667,5.0,8.5,9.702380952333334,8.751,5.635,8.75,9.074,8.0,8.5,9.0,5.0,-1,Moderada,1,,5.0,False,0
RA-183,2024,4.0,4A,15.0,Feminino,2022,2,Pública,Pública,Topázio,8.266902371533334,10.0,7.5,9.249011857666666,7.917,6.26,8.25,8.372,5.0,7.5,10.0,4.0,0,Em fase,0,,5.0,False,0
RA-199,2024,4.0,4A,15.0,Masculino,2022,2,Privada,Privada/Bolsa,Ametista,7.419398245666667,5.0,7.166666666666667,7.554824561666667,8.334,6.88,8.125,8.206,5.0,9.0,7.5,5.0,-1,Moderada,1,,5.0,False,0
RA-1561,2024,4.0,4A,16.0,Masculino,2024,0,Pública,Pública,Ametista,7.9402206349333335,5.0,9.0,9.174603174666666,9.585,5.0,8.0,7.734,8.5,8.5,10.0,5.0,-1,Moderada,1,,5.0,False,0
RA-336,2024,4.0,4A,15.0,Masculino,2021,3,Pública,Pública,Ágata,6.834286748466667,10.0,5.833333333333333,5.512100409000001,7.5,6.26,7.5,7.196,6.0,6.5,5.0,4.0,0,Em fase,0,,5.0,False,0
RA-347,2024,4.0,4A,14.0,Feminino,2021,3,Pública,Pública,Topázio,8.384742583733333,10.0,7.666666666666667,9.673046251999999,8.751,6.885,8.0,7.766,6.5,7.5,9.0,3.0,1,Em fase,0,,5.0,False,0
RA-397,2024,4.0,4A,16.0,Feminino,2021,3,Pública,Pública,Ágata,6.807291921866668,5.0,5.666666666666667,7.885292942666666,7.918,5.63,7.625,7.398,5.0,4.5,7.5,6.0,-2,Moderada,1,,5.0,False,0
RA-338,2024,4.0,4B,14.0,Masculino,2021,3,Pública,Pública,Topázio,8.052795331466667,10.0,6.833333333333333,7.441643324,9.168,7.51,7.625,8.8375,5.0,8.0,7.5,4.0,0,Em fase,0,,4.0,False,0
RA-392,2024,4.0,4B,16.0,Masculino,2022,2,Pública,Pública,Quartzo,4.3639463364,5.0,1.0,5.414731682,9.585,5.635,3.5,3.545,0.0,2.0,1.0,5.0,-1,Moderada,1,,4.0,False,0
RA-352,2024,4.0,4B,13.0,Masculino,2021,3,Pública,Pública,Quartzo,5.9794829346,10.0,3.1666666666666665,4.453748006333333,8.334,6.26,6.375,6.7925,2.0,5.5,2.0,3.0,1,Em fase,0,,4.0,False,0
RA-1562,2024,4.0,4B,16.0,Feminino,2024,0,Pública,Pública,Quartzo,5.458833333333334,5.0,0.5,8.666666666666666,6.25,5.01,6.25,6.8725,0.5,,,6.0,-2,Moderada,1,,4.0,False,0
RA-367,2024,4.0,4B,13.0,Feminino,2021,3,Pública,Pública,Ametista,7.209434085200001,10.0,5.0,7.268170426,9.168,6.26,6.875,7.6275,2.0,5.5,7.5,3.0,1,Em fase,0,,4.0,False,0
RA-1563,2024,4.0,4B,15.0,Feminino,2024,0,Pública,Pública,Ametista,7.604211111133335,5.0,7.0,8.305555555666666,8.751,7.51,7.25,8.46,5.0,7.5,8.5,5.0,-1,Moderada,1,,4.0,False,0
RA-1564,2024,4.0,4B,15.0,Masculino,2024,0,Pública,Pública,Quartzo,5.0761468806000005,5.0,2.1666666666666665,4.942067736333334,8.334,6.885,5.75,5.2875,1.0,3.5,2.0,5.0,-1,Moderada,1,,4.0,False,0
RA-1565,2024,4.0,4B,16.0,Masculino,2024,0,Pública,Pública,Quartzo,5.816448179266667,5.0,5.5,8.102240896333333,,7.51,6.375,6.0375,7.0,3.0,6.5,5.0,-1,Moderada,1,,4.0,False,1
RA-1566,2024,4.0,4B,17.0,Feminino,2024,0,Pública,Pública,Ametista,7.759243871133334,5.0,6.5,9.247219355666667,9.168,7.51,7.75,8.335,3.0,8.0,8.5,6.0,-2,Moderada,1,,4.0,False,0
