RA,ANO,FASE,TURMA,IDADE,GENERO,ANO_INGRESSO,ANOS_NA_PM,INSTITUICAO,INSTITUICAO_GRUPO,PEDRA,INDE,IAN,IDA,IEG,IAA,IPS,IPP,IPV,MAT,POR,ING,FASE_IDEAL,DEFASAGEM,CLASSE_DEFASAGEM,EM_DEFASAGEM,PONTO_VIRADA,N_AVALIACOES,SEM_AVALIACAO,IAA_ZERADO
RA-227,2024,3.0,3A,13.0,Masculino,2022,2,Pública,Pública,Topázio,8.074015455333335,10.0,6.5,8.097577276666668,9.585,9.38,7.5,7.54,4.0,6.0,9.5,3.0,0,Em fase,0,,4.0,False,0
RA-487,2024,3.0,3A,12.0,Feminino,2021,3,Privada - Programa de Apadrinhamento,Privada/Bolsa,Topázio,9.4171373016,10.0,9.666666666666666,9.441269841333334,9.168,9.38,9.0625,9.1725,10.0,9.0,10.0,3.0,0,Em fase,0,,4.0,False,0
RA-1076,2024,3.0,3A,13.0,Feminino,2021,3,Pública,Pública,Ametista,7.479598365200001,10.0,6.333333333333333,7.777033492666668,8.334,8.125,7.03125,6.5425,5.5,6.5,7.0,3.0,0,Em fase,0,,4.0,False,0
RA-1084,2024,3.0,3A,12.0,Feminino,2023,1,Pública,Pública,Ágata,6.9071109649333335,10.0,3.6666666666666665,7.705263158,8.751,5.63,7.03125,7.4575,1.0,6.0,4.0,3.0,0,Em fase,0,,4.0,False,0
RA-1519,2024,3.0,3A,15.0,Masculino,2024,0,,Não informado,Ametista,7.210222117800001,10.0,4.833333333333333,5.560902255666666,9.585,8.755,7.96875,7.5025,0.0,6.5,8.0,3.0,3,Em fase,0,,4.0,False,0
RA-490,2024,3.0,3A,12.0,Feminino,2022,2,Privada,Privada/Bolsa,Ametista,7.368084290266667,10.0,6.166666666666667,5.5110047846666665,9.168,8.755,7.8125,7.295,5.5,6.0,7.0,2.0,1,Em fase,0,,4.0,False,0
RA-346,2024,3.0,3A,12.0,Masculino,2022,2,Pública,Pública,Ametista,7.761749603200001,10.0,6.166666666666667,9.149206349333333,10.002,2.51,7.96875,8.2525,6.0,4.5,8.0,3.0,0,Em fase,0,,4.0,False,0
RA-546,2024,3.0,3B,13.0,Feminino,2021,3,Pública,Pública,Quartzo,5.702426010066667,10.0,4.666666666666667,3.7838383836666662,5.832,8.135,5.15625,5.5,0.0,4.0,10.0,3.0,0,Em fase,0,,4.0,False,0
RA-1087,2024,3.0,3B,13.0,Feminino,2023,1,Pública,Pública,Ágata,6.913936532,10.0,2.6666666666666665,8.393265993333333,7.917,8.755,7.1875,6.58,2.0,5.0,1.0,3.0,0,Em fase,0,,4.0,False,0
RA-493,2024,3.0,3B,11.0,Feminino,2021,3,Pública,Pública,Ametista,7.4643250000000005,10.0,3.1666666666666665,8.933333333333334,10.002,10.0,7.03125,6.705,3.0,4.0,2.5,2.0,1,Em fase,0,,4.0,False,0
RA-1520,2024,3.0,3B,14.0,Feminino,2024,0,Pública,Pública,Ametista,7.0026462121333335,5.0,3.75,9.060606060666666,8.334,8.75,7.65625,7.3325,4.0,3.5,,4.0,-1,Moderada,1,,4.0,False,0
RA-1072,2024,3.0,3B,12.0,Masculino,2023,1,Pública,Pública,Ametista,7.8153856754,10.0,8.166666666666666,5.627886710333333,8.751,8.755,7.96875,7.545,8.0,7.0,9.5,3.0,0,Em fase,0,,4.0,False,0
RA-1521,2024,3.0,3B,14.0,Feminino,2024,0,Pública,Pública,Quartzo,5.065788844333333,5.0,3.1666666666666665,6.157902555,7.5,2.51,6.09375,5.4525,2.0,5.5,2.0,4.0,-1,Moderada,1,,4.0,False,0
RA-536,2024,3.0,3B,11.0,Feminino,2021,3,Pública,Pública,Ametista,7.7704681818,10.0,5.5,9.109090909,8.334,8.135,7.1875,7.415,6.5,4.5,5.5,2.0,1,Em fase,0,,4.0,False,0
RA-1079,2024,3.0,3B,13.0,Masculino,2023,1,Pública,Pública,Quartzo,5.4253413299333335,10.0,6.333333333333333,4.516498316333333,7.5,2.51,4.21875,4.1625,5.0,7.5,6.5,3.0,0,Em fase,0,,4.0,False,0
RA-331,2024,3.0,3B,14.0,Feminino,2021,3,Pública,Pública,Ágata,6.231045707066668,5.0,3.5,7.735353535333334,8.751,8.755,6.09375,5.62,4.0,3.5,3.0,4.0,-1,Moderada,1,,4.0,False,0
RA-1522,2024,3.0,3B,13.0,Masculino,2024,0,Pública,Pública,Topázio,8.3261,10.0,7.0,10.0,8.751,9.38,6.875,7.1275,10.0,4.0,,3.0,0,Em fase,0,,4.0,False,0
RA-1096,2024,3.0,3B,11.0,Feminino,2023,1,Pública,Pública,Topázio,9.189883333333334,10.0,8.5,9.866666666666667,9.168,8.755,9.0625,9.09,8.5,7.0,10.0,2.0,1,Em fase,0,,4.0,False,0
RA-513,2024,3.0,3B,11.0,Masculino,2021,3,Privada,Privada/Bolsa,Topázio,8.728632539666668,10.0,7.666666666666667,8.831746031666666,10.002,8.135,9.0625,8.545,9.0,5.5,8.5,2.0,1,Em fase,0,,4.0,False,0
RA-531,2024,3.0,3B,12.0,Masculino,2022,2,Pública,Pública,Ametista,7.9127926470666665,10.0,6.666666666666667,9.803921568666667,9.168,4.38,7.96875,7.335,6.5,4.5,9.0,3.0,0,Em fase,0,,4.0,False,0
RA-1523,2024,3.0,3B,11.0,Masculino,2024,0,Pública,Pública,Topázio,8.67371279,10.0,8.166666666666666,9.283272283333334,6.666,8.755,8.90625,8.755,8.0,6.5,10.0,2.0,1,Em fase,0,,4.0,False,0
RA-1524,2024,3.0,3B,14.0,Feminino,2024,0,Pública,Pública,Quartzo,5.5473805555333335,5.0,4.0,2.777777777666667,7.917,7.51,7.65625,6.9175,4.0,,,4.0,-1,Moderada,1,,4.0,False,0
RA-1147,2024,3.0,3B,15.0,Feminino,2023,1,Pública,Pública,Quartzo,5.833118518533334,5.0,3.1666666666666665,6.125925926,8.751,8.755,6.25,5.495,2.0,5.0,2.5,4.0,-1,Moderada,1,,4.0,False,0
RA-479,2024,3.0,3C,12.0,Masculino,2021,3,Privada - Programa de Apadrinhamento,Privada/Bolsa,Topázio,8.901966666666668,10.0,9.666666666666666,9.866666666666667,9.168,2.51,9.375,9.45,10.0,9.0,10.0,2.0,1,Em fase,0,,3.0,False,0
RA-517,2024,3.0,3C,14.0,Feminino,2021,3,Pública,Pública,Quartzo,5.880466583166668,10.0,5.0,5.266499582333334,7.5,2.51,6.041666667,6.11,4.5,4.0,6.5,3.0,0,Em fase,0,,3.0,False,0
RA-325,2024,3.0,3C,12.0,Masculino,2022,2,Pública,Pública,Topázio,8.385133333233336,10.0,7.0,9.866666666666667,9.168,7.51,8.333333333,7.553333333,7.0,5.5,8.5,3.0,0,Em fase,0,,3.0,False,0
RA-1525,2024,3.0,3C,13.0,Masculino,2024,0,Pública,Pública,Ametista,7.778263492033334,10.0,7.0,8.293650793666666,7.917,5.63,8.541666667,7.553333333,6.5,5.5,9.0,3.0,0,Em fase,0,,3.0,False,0
RA-518,2024,3.0,3C,12.0,Masculino,2022,2,Pública,Pública,Ágata,6.3467483709,10.0,4.0,6.8300751879999995,8.334,2.51,7.083333333,6.94,7.5,3.5,1.0,3.0,0,Em fase,0,,3.0,False,0
RA-1146,2024,3.0,3C,15.0,Feminino,2023,1,Pública,Pública,Quartzo,5.3933086048000005,5.0,2.0,5.017209691,10.002,6.88,6.25,5.883333333,2.0,0.0,4.0,5.0,-2,Moderada,1,,3.0,False,0
RA-530,2024,3.0,3C,12.0,Masculino,2021,3,Pública,Pública,Ametista,7.214534419433333,10.0,4.5,6.468838763666667,8.751,9.38,7.083333333,7.496666667,4.0,6.0,3.5,3.0,0,Em fase,0,,3.0,False,0
RA-524,2024,3.0,3C,13.0,Masculino,2021,3,Pública,Pública,Ametista,7.026322556366667,10.0,8.666666666666666,5.111779448666667,7.083,2.51,8.333333333,7.39,8.5,7.5,10.0,3.0,0,Em fase,0,,3.0,False,0
RA-578,2024,3.0,3C,12.0,Masculino,2021,3,Privada - Programa de Apadrinhamento,Privada/Bolsa,Topázio,9.066199999966669,10.0,9.833333333333334,10.0,10.002,2.51,9.583333333,9.45,10.0,9.5,10.0,2.0,1,Em fase,0,,3.0,False,0
RA-526,2024,3.0,3C,14.0,Masculino,2022,2,Pública,Pública,Ametista,7.843157894833334,5.0,7.333333333333333,9.382456140333334,9.585,8.13,7.291666667,7.496666667,8.5,3.5,10.0,4.0,-1,Moderada,1,,3.0,False,0
RA-528,2024,3.0,3C,13.0,Masculino,2021,3,Pública,Pública,Ametista,7.276330075300001,10.0,6.666666666666667,5.793483709333334,9.168,7.51,7.291666667,6.936666667,8.5,4.5,7.0,3.0,0,Em fase,0,,3.0,False,0
RA-516,2024,3.0,3C,11.0,Masculino,2021,3,Privada - Programa de Apadrinhamento,Privada/Bolsa,Topázio,8.384033333366668,10.0,8.833333333333334,10.0,10.002,2.51,8.541666667,7.56,8.0,8.5,10.0,2.0,1,Em fase,0,,3.0,False,0
RA-534,2024,3.0,3C,14.0,Masculino,2021,3,Pública,Pública,Ametista,7.088855054266667,10.0,5.0,6.043441938333333,9.585,7.51,7.5,7.103333333,4.0,4.0,7.0,3.0,0,Em fase,0,,3.0,False,0
RA-1097,2024,3.0,3C,15.0,Masculino,2023,1,Pública,Pública,Quartzo,5.475324895633334,5.0,3.0,4.849791144666667,10.002,6.25,6.041666667,5.88,4.5,4.5,0.0,4.0,-1,Moderada,1,,3.0,False,0
RA-360,2024,3.0,3C,14.0,Feminino,2021,3,Pública,Pública,Ágata,6.293175689166667,5.0,5.833333333333333,5.618045113,8.334,5.0,7.708333333,6.993333333,4.0,6.0,7.5,4.0,-1,Moderada,1,,3.0,False,0
RA-1526,2024,3.0,3D,13.0,Feminino,2024,0,Pública,Pública,Ametista,7.9798,10.0,3.75,10.0,9.168,8.75,8.125,8.1275,2.0,5.5,,3.0,0,Em fase,0,,4.0,False,0
RA-1077,2024,3.0,3D,12.0,Masculino,2023,1,Pública,Pública,Quartzo,5.543865740733334,10.0,2.0,7.703703703666666,,6.885,6.40625,6.37,0.0,6.0,0.0,3.0,0,Em fase,0,,4.0,False,1
RA-508,2024,3.0,3D,12.0,Masculino,2022,2,Pública,Pública,Ágata,6.771708625733333,10.0,4.666666666666667,5.567251461999999,7.083,7.51,7.65625,7.5,0.0,7.0,7.0,2.0,1,Em fase,0,,4.0,False,0
RA-363,2024,3.0,3D,14.0,Masculino,2022,2,Privada,Privada/Bolsa,Ametista,7.617803571466666,10.0,5.333333333333333,9.523809524,9.585,5.625,7.34375,6.955,4.0,3.5,8.5,3.0,0,Em fase,0,,4.0,False,0
RA-340,2024,3.0,3D,13.0,Masculino,2021,3,Pública,Pública,Ágata,6.715437329466668,10.0,5.166666666666667,6.585769980666666,7.917,7.51,6.5625,5.83,6.0,7.0,2.5,3.0,0,Em fase,0,,4.0,False,0
RA-1527,2024,3.0,3D,13.0,Masculino,2024,0,Pública,Pública,Topázio,8.631675000000001,10.0,8.0,10.0,9.168,7.51,7.96875,7.835,9.0,7.0,,3.0,0,Em fase,0,,4.0,False,0
RA-509,2024,3.0,3D,13.0,Feminino,2021,3,Pública,Pública,Ágata,6.918152272733334,10.0,6.0,6.363636363666667,9.168,2.51,8.28125,7.2475,6.0,4.5,7.5,3.0,0,Em fase,0,,4.0,False,0
RA-500,2024,3.0,3D,12.0,Feminino,2021,3,Privada - Programa de Apadrinhamento,Privada/Bolsa,Topázio,8.077708333333334,10.0,6.666666666666667,10.0,9.585,2.51,8.59375,8.3775,6.0,6.0,8.0,3.0,0,Em fase,0,,4.0,False,0
RA-1528,2024,3.0,3D,13.0,Masculino,2024,0,Pública,Pública,Ametista,7.622584090933335,10.0,5.666666666666667,7.787878788,9.168,7.51,7.96875,7.335,3.0,6.0,8.0,3.0,0,Em fase,0,,4.0,False,0
RA-1089,2024,3.0,3D,12.0,Feminino,2023,1,Pública,Pública,Ametista,7.6221531746,10.0,6.833333333333333,7.039682539666667,9.168,8.13,7.1875,6.995,6.0,6.0,8.5,3.0,0,Em fase,0,,4.0,False,0
RA-1090,2024,3.0,3D,14.0,Masculino,2023,1,Pública,Pública,Ametista,7.7652831384,10.0,6.333333333333333,7.621832358666666,9.585,7.51,7.8125,7.4175,3.5,7.5,8.0,3.0,0,Em fase,0,,4.0,False,0
RA-503,2024,3.0,3D,12.0,Masculino,2021,3,Pública,Pública,Topázio,8.547495614066667,10.0,7.666666666666667,9.824561403666666,9.585,7.51,7.8125,7.7925,6.0,8.0,9.0,2.0,1,Em fase,0,,4.0,False,0
RA-1093,2024,3.0,3D,12.0,Masculino,2023,1,Pública,Pública,Topázio,8.5079027778,10.0,8.666666666666666,7.722222222333333,7.5,8.13,8.90625,8.8825,8.5,8.0,9.5,3.0,0,Em fase,0,,4.0,False,0
RA-1094,2024,3.0,3D,12.0,Feminino,2023,1,Pública,Pública,Topázio,8.0164785714,10.0,7.333333333333333,9.523809523666666,9.168,2.51,8.4375,8.1675,6.0,7.5,8.5,3.0,0,Em fase,0,,4.0,False,0
RA-1095,2024,3.0,3D,14.0,Masculino,2023,1,Pública,Pública,Ágata,6.108547514666667,10.0,2.3333333333333335,7.84502924,7.5,7.51,5.46875,5.125,3.0,2.0,2.0,3.0,0,Em fase,0,,4.0,False,0
RA-1098,2024,3.0,3D,14.0,Feminino,2023,1,Pública,Pública,Ágata,6.5744562514,10.0,3.5,5.822406257,8.751,7.51,7.34375,6.7475,1.0,3.5,6.0,3.0,0,Em fase,0,,4.0,False,0
RA-1106,2024,3.0,3F,13.0,Masculino,2023,1,Pública,Pública,Quartzo,5.936272086266667,10.0,0.0,5.4312354313333335,8.334,7.51,7.65625,7.5,0.0,0.0,0.0,3.0,0,Em fase,0,,4.0,False,0
RA-568,2024,3.0,3F,16.0,Masculino,2021,3,Pública,Pública,Quartzo,5.545864285733334,5.0,5.166666666666667,3.2619047620000003,7.917,8.13,6.5625,5.496,5.0,5.5,5.0,5.0,-2,Moderada,1,,5.0,False,0
RA-558,2024,3.0,3F,16.0,Masculino,2022,2,Pública,Pública,Quartzo,5.048054503133334,5.0,3.0,3.7763975156666674,9.168,8.13,6.09375,4.268,2.5,4.0,2.5,5.0,-2,Moderada,1,,5.0,False,0
RA-559,2024,3.0,3F,13.0,Masculino,2021,3,Pública,Pública,Ágata,6.158158974333333,10.0,3.1666666666666665,5.705128205,10.002,8.13,6.25,4.728,1.0,2.5,6.0,3.0,0,Em fase,0,,5.0,False,0
RA-1529,2024,3.0,3F,14.0,Feminino,2024,0,Pública,Pública,Ágata,6.710079487200001,5.0,5.5,7.435897436,6.666,7.51,8.125,6.964,6.0,5.5,5.0,4.0,-1,Moderada,1,,5.0,False,0
RA-1111,2024,3.0,3F,12.0,Feminino,2023,1,Pública,Pública,Ágata,6.116032815733334,10.0,5.0,4.600414078666667,6.249,7.5,6.5625,5.824,5.0,4.0,6.0,2.0,1,Em fase,0,,5.0,False,0
RA-1108,2024,3.0,3F,13.0,Masculino,2023,1,Pública,Pública,Ágata,6.017215010400001,10.0,3.6666666666666665,3.7546583853333337,9.168,8.13,7.1875,5.422,3.5,3.5,4.0,3.0,0,Em fase,0,,5.0,False,0
RA-542,2024,3.0,3F,13.0,Feminino,2021,3,Pública,Pública,Ágata,6.7205649586,10.0,3.9333333333333336,6.481366459666667,8.751,8.13,7.03125,6.232,1.5,5.0,5.3,3.0,0,Em fase,0,,5.0,False,0
RA-543,2024,3.0,3F,12.0,Feminino,2022,2,Pública,Pública,Topázio,8.0467871118,10.0,6.833333333333333,9.616977225666666,8.751,2.51,8.90625,8.7,7.0,6.5,7.0,2.0,1,Em fase,0,,5.0,False,0
RA-1530,2024,3.0,3F,13.0,Masculino,2024,0,Pública,Pública,Quartzo,4.6391535714200005,10.0,2.8333333333333335,2.5238095237666665,,8.13,7.03125,5.258,1.5,7.0,0.0,3.0,0,Em fase,0,,5.0,False,1
RA-555,2024,3.0,3F,14.0,Masculino,2021,3,Pública,Pública,Quartzo,5.111470186333333,5.0,4.333333333333333,2.7505175983333334,10.002,6.885,5.0,5.03,5.0,4.0,4.0,4.0,-1,Moderada,1,,5.0,False,0
RA-1531,2024,3.0,3F,14.0,Masculino,2024,0,Pública,Pública,Ametista,7.0491790134,5.0,5.833333333333333,7.9726867336666665,8.751,7.505,7.34375,7.14,4.5,8.0,5.0,4.0,-1,Moderada,1,,5.0,False,0
RA-1099,2024,3.0,3G,14.0,Feminino,2023,1,Pública,Pública,Ametista,7.332483333333334,10.0,3.8333333333333335,8.133333333333333,8.334,10.0,7.8125,6.6225,2.5,3.5,5.5,3.0,0,Em fase,0,,4.0,False,0
RA-1154,2024,3.0,3G,14.0,Masculino,2023,1,Pública,Pública,Ametista,7.5660750000000005,5.0,8.0,9.200000000000001,7.917,7.51,7.34375,6.745,7.0,7.0,10.0,4.0,-1,Moderada,1,,4.0,False,0
RA-1100,2024,3.0,3G,12.0,Masculino,2023,1,Pública,Pública,Ágata,6.649708333333334,10.0,4.666666666666667,7.1000000000000005,7.5,7.51,6.71875,5.6175,4.0,4.0,6.0,2.0,1,Em fase,0,,4.0,False,0
RA-381,2024,3.0,3G,15.0,Masculino,2021,3,Pública,Pública,Quartzo,5.940775,5.0,3.6666666666666665,6.133333333333333,8.334,7.51,6.71875,6.1225,2.5,4.5,4.0,5.0,-2,Moderada,1,,4.0,False,0
RA-364,2024,3.0,3G,13.0,Masculino,2021,3,Pública,Pública,Topázio,8.2697037582,10.0,7.5,9.526143791,8.751,7.51,7.96875,7.2075,8.0,5.0,9.5,3.0,0,Em fase,0,,4.0,False,0
RA-539,2024,3.0,3G,13.0,Feminino,2022,2,Privada - Programa de Apadrinhamento,Privada/Bolsa,Topázio,8.465533333333335,10.0,5.833333333333333,9.233333333333333,10.002,7.51,8.75,9.13,5.0,3.5,9.0,3.0,0,Em fase,0,,4.0,False,0
RA-573,2024,3.0,3G,13.0,Masculino,2021,3,Pública,Pública,Ametista,7.839050000000001,10.0,5.0,9.5,9.168,8.755,7.8125,6.8275,6.0,3.5,5.5,3.0,0,Em fase,0,,4.0,False,0
RA-1107,2024,3.0,3G,13.0,Feminino,2023,1,Pública,Pública,Quartzo,5.9731,10.0,2.5,6.2,8.751,2.51,7.5,6.785,1.0,3.5,3.0,3.0,0,Em fase,0,,4.0,False,0
RA-368,2024,3.0,3G,15.0,Masculino,2021,3,Pública,Pública,Ágata,6.782158333333333,5.0,7.0,6.166666666666667,7.917,7.51,7.65625,6.7025,4.5,7.0,9.5,4.0,-1,Moderada,1,,4.0,False,0
RA-387,2024,3.0,3G,15.0,Masculino,2021,3,Pública,Pública,Ágata,6.125500000000001,5.0,4.333333333333333,7.166666666666667,7.5,7.51,6.25,5.9975,5.0,4.0,4.0,4.0,-1,Moderada,1,,4.0,False,0
RA-556,2024,3.0,3G,13.0,Feminino,2021,3,Pública,Pública,Quartzo,5.833377380933333,10.0,3.8333333333333335,6.171428571333333,7.083,2.51,6.40625,6.1625,1.5,4.5,5.5,3.0,0,Em fase,0,,4.0,False,0
RA-389,2024,3.0,3G,13.0,Masculino,2021,3,Pública,Pública,Ametista,7.2079551282,10.0,5.166666666666667,6.674358974333333,9.585,8.76,6.5625,6.745,6.5,4.0,5.0,3.0,0,Em fase,0,,4.0,False,0
RA-390,2024,3.0,3G,13.0,Feminino,2022,2,Pública,Pública,Ágata,6.5472236842000004,10.0,4.166666666666667,6.080701754333333,7.5,8.755,6.5625,6.08,3.0,2.5,7.0,3.0,0,Em fase,0,,4.0,False,0
RA-376,2024,3.0,3G,14.0,Feminino,2021,3,Pública,Pública,Quartzo,5.896573588800001,5.0,2.8333333333333335,8.287284610666667,10.002,2.51,6.5625,6.325,2.0,5.0,1.5,4.0,-1,Moderada,1,,4.0,False,0
RA-584,2024,3.0,3G,12.0,Feminino,2021,3,Pública,Pública,Ágata,6.752914393933334,10.0,4.333333333333333,5.636363636333333,8.751,8.755,7.34375,6.37,2.0,5.0,6.0,3.0,0,Em fase,0,,4.0,False,0
RA-535,2024,3.0,3H,12.0,Feminino,2021,3,Pública,Pública,Ametista,7.659555952400001,10.0,6.0,7.161904762,9.168,8.135,7.96875,7.5,7.0,5.5,5.5,3.0,0,Em fase,0,,5.0,False,0
RA-547,2024,3.0,3H,13.0,Feminino,2021,3,Pública,Pública,Ametista,7.2102906723333335,10.0,6.833333333333333,7.030620028333334,8.751,8.135,5.625,5.932,9.0,4.5,7.0,3.0,0,Em fase,0,,5.0,False,0
RA-557,2024,3.0,3H,12.0,Masculino,2021,3,Privada - Programa de Apadrinhamento,Privada/Bolsa,Topázio,9.350986466133334,10.0,9.666666666666666,8.756265663999999,10.002,7.51,10.0,9.576,10.0,9.0,10.0,3.0,0,Em fase,0,,5.0,False,0
RA-548,2024,3.0,3H,13.0,Masculino,2021,3,Pública,Pública,Ametista,7.240168803466668,10.0,6.666666666666667,7.600427350666667,9.168,7.51,5.9375,5.626,9.0,5.0,6.0,3.0,0,Em fase,0,,5.0,False,0
RA-1102,2024,3.0,3H,12.0,Masculino,2023,1,Pública,Pública,Topázio,8.440611904733334,10.0,9.333333333333334,9.390476190333333,8.751,8.13,5.9375,7.07,10.0,8.0,10.0,2.0,1,Em fase,0,,5.0,False,0
RA-1532,2024,3.0,3H,15.0,Masculino,2024,0,Pública,Pública,Quartzo,4.548544781066667,5.0,2.0,3.9057239053333332,,7.51,7.5,6.832,0.0,6.0,0.0,4.0,-1,Moderada,1,,5.0,False,1
RA-538,2024,3.0,3H,14.0,Masculino,2022,2,Pública,Pública,Ágata,6.514094017066666,5.0,6.166666666666667,7.668803418666666,8.751,7.51,5.625,5.292,10.0,4.5,4.0,4.0,-1,Moderada,1,,5.0,False,0
RA-365,2024,3.0,3H,11.0,Feminino,2022,2,Pública,Pública,Topázio,8.526983333333334,10.0,6.666666666666667,10.0,9.585,7.51,8.4375,8.202,8.0,7.0,5.0,2.0,1,Em fase,0,,5.0,False,0
RA-563,2024,3.0,3H,12.0,Feminino,2021,3,Pública,Pública,Topázio,8.595447619066668,10.0,8.333333333333334,9.461904762000001,9.168,8.135,8.125,7.468,10.0,9.0,6.0,3.0,0,Em fase,0,,5.0,False,0
RA-1157,2024,3.0,3H,15.0,Masculino,2023,1,Pública,Pública,Ametista,7.916082936533334,5.0,7.0,9.082539682666665,9.585,7.51,7.96875,8.466,8.0,6.0,7.0,4.0,-1,Moderada,1,,5.0,False,0
RA-258,2024,3.0,3H,13.0,Feminino,2021,3,Pública,Pública,Ágata,6.429063888866667,10.0,2.5,6.944444444333333,7.084,7.51,7.34375,6.732,,5.0,0.0,3.0,0,Em fase,0,,5.0,False,0
RA-369,2024,3.0,3H,13.0,Masculino,2022,2,Pública,Pública,Quartzo,5.667282265,10.0,1.6666666666666667,4.908119658333334,8.751,7.51,6.40625,5.428,0.0,0.0,5.0,3.0,0,Em fase,0,,5.0,False,0
RA-375,2024,3.0,3H,13.0,Masculino,2021,3,Pública,Pública,Ametista,7.970034615400001,10.0,6.833333333333333,9.443589743666667,9.585,7.51,7.1875,6.432,9.0,5.5,6.0,3.0,0,Em fase,0,,5.0,False,0
RA-1533,2024,3.0,3I,14.0,Feminino,2024,0,Pública,Pública,Topázio,9.089828985533336,10.0,9.5,9.710144927666667,9.168,8.135,8.5,8.3375,10.0,8.5,10.0,3.0,0,Em fase,0,,4.0,False,0
RA-1534,2024,3.0,3I,13.0,Feminino,2024,0,Pública,Pública,Ametista,7.188366666666667,10.0,1.1666666666666667,9.666666666666666,7.917,8.135,8.0,8.0825,2.0,1.5,0.0,3.0,0,Em fase,0,,4.0,False,0
RA-1160,2024,3.0,3I,14.0,Masculino,2023,1,Pública,Pública,Ágata,6.274190982333334,5.0,3.1666666666666665,8.201288245,8.751,7.51,6.25,6.2475,5.5,2.0,2.0,4.0,-1,Moderada,1,,4.0,False,0
RA-562,2024,3.0,3I,13.0,Feminino,2021,3,Pública,Pública,Topázio,8.392733333333334,10.0,7.833333333333333,9.833333333333334,8.334,8.135,7.625,7.25,7.5,7.5,8.5,3.0,0,Em fase,0,,4.0,False,0
RA-1112,2024,3.0,3I,13.0,Masculino,2023,1,Pública,Pública,Ágata,6.8560823939999995,10.0,4.0,9.02791197,9.585,8.135,5.375,4.705,4.0,4.0,4.0,3.0,0,Em fase,0,,4.0,False,0
RA-1535,2024,3.0,3I,13.0,Feminino,2024,0,Pública,Pública,Ametista,7.109390969933334,10.0,5.833333333333333,5.103121516333333,8.751,7.51,7.125,7.9175,7.5,5.5,4.5,3.0,0,Em fase,0,,4.0,False,0
RA-1536,2024,3.0,3I,15.0,Feminino,2024,0,Pública,Pública,Ametista,7.653744444466668,5.0,7.0,8.722222222333334,9.168,8.135,7.875,7.4575,10.0,3.5,7.5,4.0,-1,Moderada,1,,4.0,False,0
RA-357,2024,3.0,3I,14.0,Masculino,2022,2,Pública,Pública,Ametista,7.731569404200001,5.0,7.666666666666667,9.028180354333333,8.751,8.135,7.875,7.0825,8.5,7.0,7.5,4.0,-1,Moderada,1,,4.0,False,0
RA-583,2024,3.0,3I,14.0,Feminino,2021,3,Pública,Pública,Ametista,7.447591035933334,10.0,5.0,8.904455179666668,7.917,8.135,6.875,6.87,6.5,4.5,4.0,3.0,0,Em fase,0,,4.0,False,0
RA-1537,2024,3.0,3I,14.0,Feminino,2024,0,Pública,Pública,Topázio,8.176263231333333,5.0,8.666666666666666,8.33064949,9.168,8.135,8.125,8.67,10.0,6.0,10.0,4.0,-1,Moderada,1,,4.0,False,0
RA-599,2024,3.0,3K,12.0,Masculino,2022,2,Pública,Pública,Topázio,8.3569352941,10.0,7.666666666666667,8.607843137333333,10.002,9.375,7.083333333,7.28,8.0,7.0,8.0,2.0,1,Em fase,0,,3.0,False,0
RA-651,2024,3.0,3K,12.0,Feminino,2022,2,Pública,Pública,Topázio,8.689300000100001,10.0,7.5,10.0,9.168,7.51,8.541666667,8.336666667,10.0,6.0,6.5,2.0,1,Em fase,0,,3.0,False,0
RA-1131,2024,3.0,3K,13.0,Feminino,2023,1,Privada - Programa de Apadrinhamento,Privada/Bolsa,Topázio,8.2889555555,10.0,8.333333333333334,9.277777777666666,8.334,6.255,7.291666667,7.893333333,8.0,7.0,10.0,3.0,0,Em fase,0,,3.0,False,0
RA-403,2024,3.0,3K,14.0,Masculino,2021,3,Pública,Pública,Topázio,8.008488888833334,10.0,7.666666666666667,7.361111111,8.751,7.51,8.541666667,7.613333333,6.0,8.0,9.0,3.0,0,Em fase,0,,3.0,False,0
RA-1538,2024,3.0,3K,13.0,Masculino,2021,3,Pública,Pública,Ametista,7.9631703704333345,10.0,7.166666666666667,7.935185184999999,9.168,8.13,7.916666667,7.106666667,7.5,6.0,8.0,2.0,1,Em fase,0,,3.0,False,0
RA-469,2024,3.0,3K,13.0,Feminino,2022,2,Pública,Pública,Ametista,7.684639869300001,10.0,5.0,9.498366013,9.168,7.51,7.291666667,6.94,6.0,4.0,5.0,3.0,0,Em fase,0,,3.0,False,0
RA-1121,2024,3.0,3K,12.0,Masculino,2023,1,Pública,Pública,Topázio,8.407166666633334,10.0,6.666666666666667,10.0,9.585,7.51,7.083333333,8.28,9.0,5.0,6.0,3.0,0,Em fase,0,,3.0,False,0
RA-1122,2024,3.0,3K,12.0,Masculino,2023,1,Pública,Pública,Ametista,7.817322222166666,10.0,5.333333333333333,9.861111111,8.751,7.51,7.083333333,7.22,5.0,4.5,6.5,2.0,1,Em fase,0,,3.0,False,0
RA-422,2024,3.0,3K,14.0,Masculino,2022,2,Pública,Pública,Quartzo,5.544981481433334,5.0,2.8333333333333335,6.157407407333333,7.5,7.51,6.458333333,5.5,3.0,4.5,1.0,4.0,-1,Moderada,1,,3.0,False,0
